name,minutes,OUT,GTD,team
Marcus Smart,36.0,0,0,Celtics
Jaylen Brown,36.0,0,0,Celtics
Al Horford,31.0,0,0,Celtics
Robert Williams,28.0,0,0,Celtics
Grant Williams,28.0,0,0,Celtics
Derrick White,30.0,0,0,Celtics
Malcolm Brogdon,27.0,0,0,Celtics
Sam Hauser,13.0,0,0,Celtics
Luke Kornet,11.0,0,0,Celtics
Payton Pritchard,0.0,0,0,Celtics
Blake Griffin,0.0,0,0,Celtics
Justin Jackson,0.0,0,0,Celtics
Jayson Tatum,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
OG Anunoby,38.0,0,0,Raptors
Pascal Siakam,37.0,0,0,Raptors
Scottie Barnes,36.0,0,0,Raptors
Fred VanVleet,35.0,0,0,Raptors
Gary Trent,31.0,0,0,Raptors
Precious Achiuwa,18.0,0,0,Raptors
Chris Boucher,15.0,0,0,Raptors
Juancho Hernangomez,12.0,0,0,Raptors
Malachi Flynn,11.0,0,0,Raptors
Joe Wieskamp,0.0,0,0,Raptors
Jeff Dowtin,0.0,0,0,Raptors
Thaddeus Young,0.0,0,0,Raptors
Khem Birch,0.0,0,0,Raptors
Dalano Banton,0.0,0,1,Raptors
Paolo Banchero,33.0,0,0,Magic
Franz Wagner,33.0,0,0,Magic
Wendell Carter,28.0,0,0,Magic
Markelle Fultz,24.0,0,0,Magic
Gary Harris,21.0,0,0,Magic
Cole Anthony,24.0,0,0,Magic
Terrence Ross,22.0,0,0,Magic
Bol Bol,21.0,0,0,Magic
Moritz Wagner,15.0,0,0,Magic
Jalen Suggs,15.0,0,0,Magic
Mo Bamba,6.0,0,0,Magic
Admiral Schofield,0.0,0,0,Magic
R.J. Hampton,0.0,0,0,Magic
Chuma Okeke,0.0,1,0,Magic
Jonathan Isaac,0.0,1,0,Magic
Kyle Kuzma,36.0,0,0,Wizards
Kristaps Porzingis,35.0,0,0,Wizards
Bradley Beal,32.0,0,0,Wizards
Monte Morris,30.0,0,0,Wizards
Daniel Gafford,22.0,0,0,Wizards
Delon Wright,22.0,0,0,Wizards
Deni Avdija,22.0,0,0,Wizards
Corey Kispert,21.0,0,0,Wizards
Rui Hachimura,20.0,0,0,Wizards
Jordan Goodwin,0.0,0,0,Wizards
Taj Gibson,0.0,0,0,Wizards
Anthony Gill,0.0,0,0,Wizards
Will Barton,0.0,0,0,Wizards
Terry Rozier,36.0,0,0,Hornets
P.J. Washington,34.0,0,0,Hornets
Mason Plumlee,33.0,0,0,Hornets
Dennis Smith,32.0,0,0,Hornets
Jalen McDaniels,32.0,0,0,Hornets
Gordon Hayward,26.0,0,1,Hornets
Bryce McGowens,21.0,0,0,Hornets
Mark Williams,14.0,0,0,Hornets
JT Thor,12.0,0,0,Hornets
LaMelo Ball,0.0,0,1,Hornets
Cody Martin,0.0,0,1,Hornets
Nick Richards,0.0,0,0,Hornets
Kelly Oubre,0.0,1,0,Hornets
Trae Young,36.0,0,0,Hawks
Dejounte Murray,36.0,0,0,Hawks
John Collins,34.0,0,0,Hawks
De'Andre Hunter,33.0,0,0,Hawks
Clint Capela,24.0,0,0,Hawks
AJ Griffin,25.0,0,0,Hawks
Onyeka Okongwu,24.0,0,0,Hawks
Aaron Holiday,11.0,0,0,Hawks
Jalen Johnson,10.0,0,0,Hawks
Justin Holiday,5.0,0,0,Hawks
Vit Krejci,2.0,0,0,Hawks
Frank Kaminsky,0.0,0,0,Hawks
Derrick Favors,0.0,0,0,Hawks
Trent Forrest,0.0,0,0,Hawks
B. Bogdanovic,0.0,1,0,Hawks
Jrue Holiday,35.0,0,0,Bucks
Bobby Portis,34.0,0,0,Bucks
Brook Lopez,33.0,0,0,Bucks
Grayson Allen,33.0,0,0,Bucks
Pat Connaughton,29.0,0,0,Bucks
Joe Ingles,30.0,0,0,Bucks
Jordan Nwora,19.0,0,0,Bucks
Jevon Carter,12.0,0,0,Bucks
George Hill,7.0,0,0,Bucks
AJ Green,6.0,0,0,Bucks
Wesley Matthews,2.0,0,0,Bucks
MarJon Beauchamp,0.0,0,0,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
G. Antetokounmpo,0.0,1,0,Bucks
Serge Ibaka,0.0,1,0,Bucks
Khris Middleton,0.0,1,0,Bucks
Darius Garland,39.0,0,0,Cavaliers
Evan Mobley,37.0,0,0,Cavaliers
Jarrett Allen,31.0,0,0,Cavaliers
Caris LeVert,31.0,0,0,Cavaliers
Isaac Okoro,24.0,0,0,Cavaliers
Cedi Osman,20.0,0,0,Cavaliers
Kevin Love,20.0,0,0,Cavaliers
Ricky Rubio,18.0,0,0,Cavaliers
Lamar Stevens,16.0,0,0,Cavaliers
Raul Neto,1.0,0,0,Cavaliers
Dean Wade,1.0,0,0,Cavaliers
Robin Lopez,1.0,0,0,Cavaliers
Mamadi Diakite,1.0,0,0,Cavaliers
D. Mitchell,0.0,1,0,Cavaliers
Dylan Windler,0.0,1,0,Cavaliers
Jalen Green,35.0,0,0,Rockets
