name,minutes,OUT,GTD,team
Donovan Mitchell,39.0,0,0,Cavaliers
Darius Garland,37.0,0,0,Cavaliers
Evan Mobley,37.0,0,0,Cavaliers
Jarrett Allen,35.0,0,0,Cavaliers
Caris LeVert,33.0,0,0,Cavaliers
Cedi Osman,18.0,0,0,Cavaliers
Danny Green,14.0,0,0,Cavaliers
Isaac Okoro,14.0,0,0,Cavaliers
Ricky Rubio,8.0,0,0,Cavaliers
Dean Wade,5.0,0,0,Cavaliers
Sam Merrill,0.0,0,0,Cavaliers
Lamar Stevens,0.0,0,0,Cavaliers
Raul Neto,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Dylan Windler,0.0,1,0,Cavaliers
Jalen Brunson,38.0,0,0,Knicks
Julius Randle,36.0,0,0,Knicks
Josh Hart,32.0,0,0,Knicks
RJ Barrett,32.0,0,0,Knicks
Mitchell Robinson,25.0,0,0,Knicks
Immanuel Quickley,33.0,0,0,Knicks
Isaiah Hartenstein,17.0,0,0,Knicks
Obi Toppin,12.0,0,0,Knicks
Miles McBride,10.0,0,0,Knicks
Evan Fournier,1.0,0,0,Knicks
Derrick Rose,1.0,0,0,Knicks
DaQuan Jeffries,1.0,0,0,Knicks
Isaiah Roby,0.0,0,0,Knicks
Quentin Grimes,0.0,1,0,Knicks
Jericho Sims,0.0,1,0,Knicks
De'Aaron Fox,38.0,0,0,Kings
Domantas Sabonis,36.0,0,0,Kings
Harrison Barnes,34.0,0,0,Kings
Kevin Huerter,29.0,0,0,Kings
Keegan Murray,21.0,0,0,Kings
Malik Monk,30.0,0,0,Kings
Davion Mitchell,24.0,0,0,Kings
Trey Lyles,19.0,0,0,Kings
Alex Len,9.0,0,0,Kings
Terence Davis,0.0,0,0,Kings
P.J. Dozier,0.0,0,0,Kings
Kessler Edwards,0.0,0,0,Kings
Chimezie Metu,0.0,0,0,Kings
Richaun Holmes,0.0,0,0,Kings
M. Dellavedova,0.0,1,0,Kings
Stephen Curry,35.0,0,0,Warriors
Klay Thompson,34.0,0,0,Warriors
Andrew Wiggins,33.0,0,0,Warriors
Kevon Looney,24.0,0,0,Warriors
Jordan Poole,23.0,0,0,Warriors
Draymond Green,32.0,0,0,Warriors
Donte DiVincenzo,20.0,0,0,Warriors
Gary Payton,19.0,0,0,Warriors
Jonathan Kuminga,10.0,0,0,Warriors
Anthony Lamb,6.0,0,0,Warriors
JaMychal Green,2.0,0,0,Warriors
Moses Moody,2.0,0,0,Warriors
Patrick Baldwin,1.0,0,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
Jaylen Brown,36.0,0,0,Celtics
Jayson Tatum,36.0,0,0,Celtics
Marcus Smart,31.0,0,1,Celtics
Al Horford,28.0,0,0,Celtics
Derrick White,25.0,0,0,Celtics
Robert Williams,27.0,0,0,Celtics
Malcolm Brogdon,23.0,0,0,Celtics
Grant Williams,12.0,0,0,Celtics
Sam Hauser,9.0,0,0,Celtics
Mike Muscala,7.0,0,0,Celtics
Blake Griffin,2.0,0,0,Celtics
Luke Kornet,2.0,0,0,Celtics
Payton Pritchard,2.0,0,0,Celtics
Justin Champagnie,0.0,0,0,Celtics
D. Gallinari,0.0,1,0,Celtics
Dejounte Murray,37.0,0,0,Hawks
Trae Young,34.0,0,0,Hawks
De'Andre Hunter,31.0,0,0,Hawks
John Collins,28.0,0,0,Hawks
Clint Capela,26.0,0,0,Hawks
Bogdan Bogdanovic,30.0,0,0,Hawks
Saddiq Bey,25.0,0,0,Hawks
Onyeka Okongwu,22.0,0,0,Hawks
Jalen Johnson,7.0,0,0,Hawks
AJ Griffin,0.0,0,0,Hawks
Aaron Holiday,0.0,0,0,Hawks
Garrison Mathews,0.0,0,0,Hawks
Bruno Fernando,0.0,0,0,Hawks
Vit Krejci,0.0,0,0,Hawks
Tyrese Martin,0.0,0,0,Hawks
Jamal Murray,36.0,0,0,Nuggets
Nikola Jokic,34.0,0,0,Nuggets
K. Caldwell-Pope,31.0,0,0,Nuggets
Aaron Gordon,29.0,0,0,Nuggets
Michael Porter,29.0,0,0,Nuggets
Bruce Brown,28.0,0,0,Nuggets
Jeff Green,17.0,0,0,Nuggets
Zeke Nnaji,14.0,0,0,Nuggets
Christian Braun,12.0,0,0,Nuggets
Reggie Jackson,6.0,0,0,Nuggets
Thomas Bryant,2.0,0,0,Nuggets
DeAndre Jordan,1.0,0,0,Nuggets
Ish Smith,1.0,0,0,Nuggets
Vlatko Cancar,1.0,0,0,Nuggets
Peyton Watson,0.0,0,0,Nuggets
Karl-Anthony Towns,38.0,0,0,Timberwolves
Anthony Edwards,38.0,0,0,Timberwolves
Rudy Gobert,34.0,0,0,Timberwolves
Mike Conley,34.0,0,0,Timberwolves
N. Alexander-Walker,23.0,0,0,Timberwolves
Kyle Anderson,35.0,0,0,Timberwolves
Taurean Prince,24.0,0,0,Timberwolves
Jaylen Nowell,14.0,0,1,Timberwolves
Jordan McLaughlin,0.0,0,0,Timberwolves
Austin Rivers,0.0,0,0,Timberwolves
Josh Minott,0.0,0,1,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Jaden McDaniels,0.0,1,0,Timberwolves
Naz Reid,0.0,1,0,Timberwolves
