name,minutes,OUT,GTD,team
Jamal Murray,35.0,0,1,Nuggets
Nikola Jokic,35.0,0,1,Nuggets
K. Caldwell-Pope,33.0,0,1,Nuggets
Aaron Gordon,28.0,0,0,Nuggets
Michael Porter,26.0,0,1,Nuggets
Bruce Brown,25.0,0,1,Nuggets
Jeff Green,18.0,0,0,Nuggets
Zeke Nnaji,15.0,0,0,Nuggets
Bones Hyland,13.0,0,0,Nuggets
Vlatko Cancar,10.0,0,0,Nuggets
Christian Braun,2.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
Ish Smith,0.0,0,0,Nuggets
Davon Reed,0.0,0,0,Nuggets
Peyton Watson,0.0,0,0,Nuggets
Jack White,0.0,1,0,Nuggets
C. Gillespie,0.0,1,0,Nuggets
James Harden,36.0,0,0,76ers
Joel Embiid,35.0,0,1,76ers
Tobias Harris,31.0,0,0,76ers
De'Anthony Melton,22.0,0,0,76ers
P.J. Tucker,21.0,0,0,76ers
Tyrese Maxey,32.0,0,0,76ers
Georges Niang,22.0,0,0,76ers
Montrezl Harrell,14.0,0,0,76ers
Shake Milton,14.0,0,0,76ers
Matisse Thybulle,13.0,0,0,76ers
Danuel House,2.0,0,0,76ers
Paul Reed,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Jaden Springer,0.0,0,0,76ers
Jalen Brunson,37.0,0,0,Knicks
RJ Barrett,37.0,0,0,Knicks
Julius Randle,36.0,0,0,Knicks
Quentin Grimes,32.0,0,0,Knicks
Jericho Sims,27.0,0,0,Knicks
Immanuel Quickley,31.0,0,0,Knicks
Isaiah Hartenstein,21.0,0,0,Knicks
Obi Toppin,13.0,0,0,Knicks
Miles McBride,6.0,0,0,Knicks
Evan Fournier,0.0,0,0,Knicks
Svi Mykhailiuk,0.0,0,0,Knicks
Ryan Arcidiacono,0.0,0,0,Knicks
Derrick Rose,0.0,0,0,Knicks
Cam Reddish,0.0,0,0,Knicks
M. Robinson,0.0,1,0,Knicks
Kyrie Irving,37.0,0,0,Nets
