name,minutes,OUT,GTD,team
Jayson Tatum,37.0,0,0,Celtics
Jaylen Brown,36.0,0,0,Celtics
Al Horford,32.0,0,0,Celtics
Marcus Smart,31.0,0,0,Celtics
Derrick White,31.0,0,0,Celtics
Malcolm Brogdon,27.0,0,0,Celtics
Robert Williams,26.0,0,0,Celtics
Grant Williams,12.0,0,0,Celtics
Sam Hauser,8.0,0,0,Celtics
Payton Pritchard,0.0,0,0,Celtics
Luke Kornet,0.0,0,0,Celtics
Mike Muscala,0.0,0,0,Celtics
Justin Champagnie,0.0,0,0,Celtics
Blake Griffin,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
James Harden,41.0,0,0,76ers
Joel Embiid,38.0,0,1,76ers
Tyrese Maxey,36.0,0,0,76ers
Tobias Harris,33.0,0,0,76ers
P.J. Tucker,31.0,0,0,76ers
De'Anthony Melton,24.0,0,0,76ers
Jalen McDaniels,13.0,0,0,76ers
Paul Reed,13.0,0,0,76ers
Georges Niang,11.0,0,0,76ers
Shake Milton,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Jaden Springer,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Dewayne Dedmon,0.0,0,0,76ers
Montrezl Harrell,0.0,0,0,76ers
Nikola Jokic,40.0,0,0,Nuggets
Aaron Gordon,39.0,0,0,Nuggets
Jamal Murray,39.0,0,0,Nuggets
K. Caldwell-Pope,34.0,0,0,Nuggets
Michael Porter,32.0,0,0,Nuggets
Bruce Brown,25.0,0,0,Nuggets
Jeff Green,16.0,0,0,Nuggets
Christian Braun,15.0,0,0,Nuggets
Thomas Bryant,0.0,0,0,Nuggets
Reggie Jackson,0.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
Peyton Watson,0.0,0,0,Nuggets
Ish Smith,0.0,0,0,Nuggets
Zeke Nnaji,0.0,0,0,Nuggets
Vlatko Cancar,0.0,0,0,Nuggets
Devin Booker,45.0,0,0,Suns
Kevin Durant,44.0,0,0,Suns
Deandre Ayton,33.0,0,0,Suns
Josh Okogie,26.0,0,0,Suns
Damion Lee,18.0,0,0,Suns
Cameron Payne,30.0,0,0,Suns
Torrey Craig,20.0,0,0,Suns
Landry Shamet,10.0,0,0,Suns
Bismack Biyombo,9.0,0,0,Suns
Jock Landale,5.0,0,0,Suns
Darius Bazley,0.0,0,0,Suns
Terrence Ross,0.0,0,0,Suns
Ish Wainright,0.0,0,0,Suns
T.J. Warren,0.0,0,0,Suns
Chris Paul,0.0,1,0,Suns
