name,minutes,OUT,GTD,team
G. Antetokounmpo,34.0,0,1,Bucks
Jrue Holiday,33.0,0,0,Bucks
Brook Lopez,29.0,0,0,Bucks
Grayson Allen,25.0,0,0,Bucks
Khris Middleton,24.0,0,0,Bucks
Joe Ingles,26.0,0,0,Bucks
Pat Connaughton,26.0,0,0,Bucks
Jordan Nwora,15.0,0,0,Bucks
Jevon Carter,14.0,0,0,Bucks
Wesley Matthews,7.0,0,0,Bucks
M. Beauchamp,7.0,0,1,Bucks
George Hill,0.0,0,0,Bucks
AJ Green,0.0,0,1,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
Bobby Portis,0.0,1,0,Bucks
Serge Ibaka,0.0,1,0,Bucks
Buddy Hield,32.0,0,0,Pacers
Myles Turner,32.0,0,1,Pacers
T.J. McConnell,31.0,0,0,Pacers
Aaron Nesmith,26.0,0,1,Pacers
Andrew Nembhard,24.0,0,1,Pacers
Bennedict Mathurin,35.0,0,0,Pacers
Chris Duarte,17.0,0,0,Pacers
Oshae Brissett,13.0,0,0,Pacers
Jalen Smith,13.0,0,0,Pacers
Terry Taylor,9.0,0,0,Pacers
Isaiah Jackson,8.0,0,0,Pacers
Trevelin Queen,0.0,0,0,Pacers
Goga Bitadze,0.0,0,0,Pacers
James Johnson,0.0,0,0,Pacers
T. Haliburton,0.0,1,0,Pacers
Daniel Theis,0.0,1,0,Pacers
Desmond Bane,34.0,0,1,Grizzlies
Ja Morant,34.0,0,0,Grizzlies
Dillon Brooks,31.0,0,0,Grizzlies
Jaren Jackson,28.0,0,0,Grizzlies
Brandon Clarke,20.0,0,0,Grizzlies
Xavier Tillman,24.0,0,0,Grizzlies
Tyus Jones,22.0,0,0,Grizzlies
Ziaire Williams,21.0,0,0,Grizzlies
Santi Aldama,20.0,0,0,Grizzlies
David Roddy,6.0,0,0,Grizzlies
Vince Williams,0.0,0,0,Grizzlies
Jake LaRavia,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Steven Adams,0.0,1,0,Grizzlies
John Konchar,0.0,1,0,Grizzlies
Danny Green,0.0,1,0,Grizzlies
Anthony Edwards,37.0,0,0,Timberwolves
D'Angelo Russell,36.0,0,0,Timberwolves
Rudy Gobert,35.0,0,1,Timberwolves
Jaden McDaniels,34.0,0,0,Timberwolves
Kyle Anderson,33.0,0,0,Timberwolves
Austin Rivers,26.0,0,0,Timberwolves
Jaylen Nowell,15.0,0,0,Timberwolves
Naz Reid,14.0,0,0,Timberwolves
Bryn Forbes,0.0,0,0,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Luka Garza,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Taurean Prince,0.0,1,0,Timberwolves
J. McLaughlin,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Paolo Banchero,35.0,0,0,Magic
Franz Wagner,34.0,0,0,Magic
Markelle Fultz,31.0,0,0,Magic
Wendell Carter,30.0,0,0,Magic
Gary Harris,24.0,0,0,Magic
Cole Anthony,23.0,0,0,Magic
Bol Bol,16.0,0,0,Magic
Jalen Suggs,16.0,0,0,Magic
Terrence Ross,12.0,0,0,Magic
Mo Bamba,10.0,0,0,Magic
Moritz Wagner,9.0,0,0,Magic
Admiral Schofield,0.0,0,0,Magic
Jonathan Isaac,0.0,1,0,Magic
Chuma Okeke,0.0,1,0,Magic
Tyler Herro,34.0,0,0,Heat
Bam Adebayo,34.0,0,0,Heat
Jimmy Butler,33.0,0,0,Heat
Kyle Lowry,29.0,0,0,Heat
Caleb Martin,25.0,0,0,Heat
Max Strus,27.0,0,1,Heat
Victor Oladipo,25.0,0,0,Heat
Gabe Vincent,22.0,0,0,Heat
Orlando Robinson,11.0,0,0,Heat
Jamal Cain,0.0,0,0,Heat
Haywood Highsmith,0.0,0,0,Heat
Dewayne Dedmon,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Duncan Robinson,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Omer Yurtseven,0.0,1,0,Heat
Jarrett Allen,35.0,0,0,Cavaliers
Darius Garland,35.0,0,0,Cavaliers
Evan Mobley,35.0,0,0,Cavaliers
Caris LeVert,30.0,0,0,Cavaliers
Isaac Okoro,30.0,0,0,Cavaliers
Cedi Osman,25.0,0,0,Cavaliers
Dean Wade,23.0,0,0,Cavaliers
Lamar Stevens,17.0,0,0,Cavaliers
Raul Neto,9.0,0,0,Cavaliers
Mamadi Diakite,1.0,0,0,Cavaliers
D. Mitchell,0.0,0,1,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Kevin Love,0.0,1,0,Cavaliers
Ricky Rubio,0.0,1,0,Cavaliers
Dylan Windler,0.0,1,0,Cavaliers
S. Gilgeous-Alexander,36.0,0,0,Thunder
Jalen Williams,34.0,0,0,Thunder
Josh Giddey,31.0,0,0,Thunder
Kenrich Williams,30.0,0,0,Thunder
Aaron Wiggins,26.0,0,0,Thunder
Isaiah Joe,21.0,0,0,Thunder
Mike Muscala,16.0,0,0,Thunder
Tre Mann,16.0,0,0,Thunder
Darius Bazley,15.0,0,0,Thunder
Ousmane Dieng,11.0,0,0,Thunder
Jaylin Williams,4.0,0,0,Thunder
Luguentz Dort,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
J. Robinson-Earl,0.0,1,0,Thunder
Pascal Siakam,40.0,0,0,Raptors
Scottie Barnes,38.0,0,0,Raptors
Fred VanVleet,37.0,0,0,Raptors
Gary Trent,36.0,0,0,Raptors
OG Anunoby,33.0,0,0,Raptors
Precious Achiuwa,22.0,0,0,Raptors
Chris Boucher,17.0,0,0,Raptors
Juancho Hernangomez,10.0,0,0,Raptors
Thaddeus Young,7.0,0,0,Raptors
Malachi Flynn,0.0,0,0,Raptors
Joe Wieskamp,0.0,0,0,Raptors
Khem Birch,0.0,0,0,Raptors
Dalano Banton,0.0,0,1,Raptors
Stephen Curry,35.0,0,0,Warriors
Klay Thompson,33.0,0,0,Warriors
Draymond Green,32.0,0,0,Warriors
Andrew Wiggins,31.0,0,1,Warriors
Jordan Poole,31.0,0,0,Warriors
Donte DiVincenzo,24.0,0,0,Warriors
Kevon Looney,22.0,0,0,Warriors
Jonathan Kuminga,21.0,0,0,Warriors
Anthony Lamb,9.0,0,0,Warriors
JaMychal Green,2.0,0,0,Warriors
Ty Jerome,0.0,0,0,Warriors
James Wiseman,0.0,0,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
