name,minutes,OUT,GTD,team
Jayson Tatum,39.0,0,0,Celtics
Jaylen Brown,38.0,0,0,Celtics
Al Horford,31.0,0,0,Celtics
Derrick White,30.0,0,0,Celtics
Robert Williams,30.0,0,0,Celtics
Malcolm Brogdon,29.0,0,0,Celtics
Grant Williams,22.0,0,0,Celtics
Payton Pritchard,12.0,0,0,Celtics
Luke Kornet,9.0,0,1,Celtics
Sam Hauser,0.0,0,0,Celtics
Justin Jackson,0.0,0,0,Celtics
Blake Griffin,0.0,0,0,Celtics
Marcus Smart,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
Bojan Bogdanovic,35.0,0,0,Pistons
Jaden Ivey,31.0,0,0,Pistons
Jalen Duren,28.0,0,0,Pistons
Isaiah Stewart,28.0,0,1,Pistons
Alec Burks,26.0,0,0,Pistons
Saddiq Bey,31.0,0,0,Pistons
Killian Hayes,23.0,0,0,Pistons
Hamidou Diallo,19.0,0,0,Pistons
Isaiah Livers,14.0,0,0,Pistons
Kevin Knox,5.0,0,0,Pistons
Cory Joseph,0.0,0,0,Pistons
Rodney McGruder,0.0,0,0,Pistons
Nerlens Noel,0.0,0,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Evan Mobley,35.0,0,0,Cavaliers
Jarrett Allen,35.0,0,0,Cavaliers
Donovan Mitchell,34.0,0,0,Cavaliers
Darius Garland,34.0,0,0,Cavaliers
Isaac Okoro,24.0,0,0,Cavaliers
Caris LeVert,23.0,0,1,Cavaliers
Ricky Rubio,19.0,0,0,Cavaliers
Dean Wade,18.0,0,0,Cavaliers
Cedi Osman,9.0,0,0,Cavaliers
Kevin Love,9.0,0,0,Cavaliers
Lamar Stevens,0.0,0,0,Cavaliers
Raul Neto,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Mamadi Diakite,0.0,0,0,Cavaliers
Dylan Windler,0.0,1,0,Cavaliers
Kristaps Porzingis,34.0,0,0,Wizards
Bradley Beal,33.0,0,1,Wizards
Deni Avdija,31.0,0,0,Wizards
Monte Morris,29.0,0,0,Wizards
Daniel Gafford,27.0,0,0,Wizards
Corey Kispert,29.0,0,0,Wizards
Delon Wright,26.0,0,0,Wizards
Kendrick Nunn,20.0,0,0,Wizards
Jordan Goodwin,11.0,0,0,Wizards
Anthony Gill,0.0,0,1,Wizards
Taj Gibson,0.0,0,0,Wizards
Will Barton,0.0,0,0,Wizards
Johnny Davis,0.0,0,0,Wizards
Kyle Kuzma,0.0,1,0,Wizards
Kawhi Leonard,38.0,0,0,Clippers
Paul George,37.0,0,0,Clippers
Marcus Morris,33.0,0,0,Clippers
Ivica Zubac,31.0,0,0,Clippers
Terance Mann,25.0,0,0,Clippers
Norman Powell,32.0,0,0,Clippers
Nicolas Batum,21.0,0,0,Clippers
Reggie Jackson,17.0,0,0,Clippers
Robert Covington,6.0,0,0,Clippers
Moses Brown,0.0,0,0,Clippers
Jason Preston,0.0,0,0,Clippers
Amir Coffey,0.0,0,0,Clippers
Brandon Boston,0.0,0,0,Clippers
Moussa Diabate,0.0,0,0,Clippers
Luke Kennard,0.0,0,0,Clippers
John Wall,0.0,1,0,Clippers
Nic Claxton,35.0,0,0,Nets
Royce O'Neale,30.0,0,0,Nets
Edmond Sumner,28.0,0,0,Nets
Ben Simmons,28.0,0,1,Nets
Joe Harris,22.0,0,0,Nets
Cam Thomas,28.0,0,0,Nets
Yuta Watanabe,21.0,0,0,Nets
Patty Mills,19.0,0,0,Nets
T.J. Warren,16.0,0,1,Nets
Day'Ron Sharpe,13.0,0,0,Nets
D. Finney-Smith,0.0,0,1,Nets
S. Dinwiddie,0.0,0,1,Nets
David Duke,0.0,0,0,Nets
Kessler Edwards,0.0,0,0,Nets
