name,minutes,OUT,GTD,team
Tyrese Haliburton,32.0,0,0,Pacers
Bennedict Mathurin,28.0,0,0,Pacers
Myles Turner,27.0,0,0,Pacers
Andrew Nembhard,25.0,0,0,Pacers
Aaron Nesmith,22.0,0,0,Pacers
Buddy Hield,28.0,0,0,Pacers
Isaiah Jackson,21.0,0,0,Pacers
Chris Duarte,20.0,0,1,Pacers
T.J. McConnell,19.0,0,0,Pacers
Jordan Nwora,18.0,0,0,Pacers
Oshae Brissett,0.0,0,0,Pacers
Jalen Smith,0.0,0,0,Pacers
George Hill,0.0,0,0,Pacers
James Johnson,0.0,0,0,Pacers
Daniel Theis,0.0,0,0,Pacers
Dejounte Murray,37.0,0,0,Hawks
Trae Young,33.0,0,1,Hawks
De'Andre Hunter,32.0,0,1,Hawks
John Collins,28.0,0,0,Hawks
Clint Capela,23.0,0,0,Hawks
Bogdan Bogdanovic,25.0,0,0,Hawks
Saddiq Bey,23.0,0,0,Hawks
Onyeka Okongwu,22.0,0,0,Hawks
AJ Griffin,17.0,0,0,Hawks
Aaron Holiday,0.0,0,0,Hawks
Garrison Mathews,0.0,0,0,Hawks
Trent Forrest,0.0,0,0,Hawks
Bruno Fernando,0.0,0,0,Hawks
Vit Krejci,0.0,0,0,Hawks
Jalen Johnson,0.0,1,0,Hawks
Spencer Dinwiddie,38.0,0,0,Nets
Mikal Bridges,36.0,0,0,Nets
Nic Claxton,32.0,0,0,Nets
Cameron Johnson,30.0,0,0,Nets
Dorian Finney-Smith,25.0,0,0,Nets
Royce O'Neale,27.0,0,0,Nets
Joe Harris,19.0,0,0,Nets
Day'Ron Sharpe,16.0,0,0,Nets
Yuta Watanabe,11.0,0,0,Nets
Cam Thomas,6.0,0,0,Nets
Patty Mills,0.0,0,0,Nets
Edmond Sumner,0.0,0,0,Nets
Moses Brown,0.0,0,0,Nets
Seth Curry,0.0,1,0,Nets
Ben Simmons,0.0,1,0,Nets
Bam Adebayo,36.0,0,0,Heat
Tyler Herro,35.0,0,0,Heat
Jimmy Butler,34.0,0,0,Heat
Gabe Vincent,22.0,0,0,Heat
Kevin Love,20.0,0,0,Heat
Max Strus,29.0,0,0,Heat
Caleb Martin,29.0,0,1,Heat
Kyle Lowry,20.0,0,1,Heat
Victor Oladipo,14.0,0,0,Heat
Omer Yurtseven,3.0,0,0,Heat
Haywood Highsmith,1.0,0,0,Heat
Jamal Cain,0.0,0,0,Heat
Duncan Robinson,0.0,0,0,Heat
Orlando Robinson,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Cody Zeller,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Giannis Antetokounmpo,34.0,0,0,Bucks
Brook Lopez,33.0,0,0,Bucks
Jrue Holiday,33.0,0,0,Bucks
Khris Middleton,32.0,0,1,Bucks
Grayson Allen,27.0,0,0,Bucks
Bobby Portis,22.0,0,0,Bucks
Joe Ingles,18.0,0,0,Bucks
Jevon Carter,16.0,0,0,Bucks
Pat Connaughton,16.0,0,0,Bucks
Jae Crowder,14.0,0,1,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
Wesley Matthews,0.0,0,0,Bucks
Meyers Leonard,0.0,0,1,Bucks
Goran Dragic,0.0,0,1,Bucks
Jamal Murray,35.0,0,0,Nuggets
Nikola Jokic,35.0,0,0,Nuggets
K. Caldwell-Pope,32.0,0,0,Nuggets
Aaron Gordon,29.0,0,0,Nuggets
Michael Porter,29.0,0,0,Nuggets
Bruce Brown,27.0,0,0,Nuggets
Jeff Green,18.0,0,0,Nuggets
Zeke Nnaji,14.0,0,0,Nuggets
Christian Braun,13.0,0,0,Nuggets
Reggie Jackson,3.0,0,0,Nuggets
Vlatko Cancar,2.0,0,0,Nuggets
Thomas Bryant,2.0,0,0,Nuggets
Ish Smith,1.0,0,0,Nuggets
Peyton Watson,0.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
C. Gillespie,0.0,1,0,Nuggets
James Harden,38.0,0,1,76ers
Joel Embiid,36.0,0,0,76ers
Tyrese Maxey,34.0,0,0,76ers
Tobias Harris,31.0,0,0,76ers
P.J. Tucker,21.0,0,0,76ers
De'Anthony Melton,25.0,0,0,76ers
Georges Niang,19.0,0,0,76ers
Jalen McDaniels,13.0,0,1,76ers
Shake Milton,11.0,0,0,76ers
Paul Reed,9.0,0,0,76ers
Danuel House,3.0,0,1,76ers
Montrezl Harrell,0.0,0,0,76ers
Dewayne Dedmon,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Jaden Springer,0.0,0,0,76ers
Devin Booker,37.0,0,0,Suns
Chris Paul,32.0,0,0,Suns
Josh Okogie,28.0,0,0,Suns
Torrey Craig,26.0,0,0,Suns
Bismack Biyombo,22.0,0,0,Suns
Landry Shamet,20.0,0,0,Suns
Terrence Ross,18.0,0,0,Suns
Cameron Payne,15.0,0,0,Suns
Jock Landale,15.0,0,0,Suns
T.J. Warren,12.0,0,0,Suns
Ish Wainright,8.0,0,0,Suns
Damion Lee,7.0,0,0,Suns
Deandre Ayton,0.0,0,1,Suns
Darius Bazley,0.0,0,0,Suns
Saben Lee,0.0,0,0,Suns
Kevin Durant,0.0,1,0,Suns
Lauri Markkanen,35.0,0,1,Jazz
Jordan Clarkson,35.0,0,1,Jazz
Walker Kessler,32.0,0,0,Jazz
Kelly Olynyk,30.0,0,0,Jazz
Talen Horton-Tucker,27.0,0,0,Jazz
Ochai Agbaji,30.0,0,0,Jazz
