name,minutes,OUT,GTD,team
OG Anunoby,37.0,0,1,Raptors
Scottie Barnes,37.0,0,0,Raptors
Pascal Siakam,37.0,0,0,Raptors
Fred VanVleet,36.0,0,0,Raptors
Jakob Poeltl,29.0,0,0,Raptors
Chris Boucher,23.0,0,0,Raptors
Jeff Dowtin,17.0,0,0,Raptors
Precious Achiuwa,10.0,0,0,Raptors
Malachi Flynn,8.0,0,0,Raptors
Christian Koloko,6.0,0,0,Raptors
Gary Trent,0.0,0,1,Raptors
Will Barton,0.0,0,1,Raptors
Thaddeus Young,0.0,0,0,Raptors
Ron Harper,0.0,0,0,Raptors
Joe Wieskamp,0.0,0,0,Raptors
Dalano Banton,0.0,0,0,Raptors
Theo Maledon,36.0,0,0,Hornets
Svi Mykhailiuk,36.0,0,0,Hornets
Bryce McGowens,32.0,0,0,Hornets
JT Thor,30.0,0,0,Hornets
Mark Williams,20.0,0,0,Hornets
James Bouknight,28.0,0,0,Hornets
Nick Richards,20.0,0,0,Hornets
Kai Jones,17.0,0,0,Hornets
Xavier Sneed,11.0,0,0,Hornets
Kobi Simmons,10.0,0,0,Hornets
Terry Rozier,0.0,1,0,Hornets
P.J. Washington,0.0,1,0,Hornets
Gordon Hayward,0.0,1,0,Hornets
Kelly Oubre,0.0,1,0,Hornets
Dennis Smith,0.0,1,0,Hornets
Cody Martin,0.0,1,0,Hornets
Ja Morant,35.0,0,0,Grizzlies
Desmond Bane,33.0,0,0,Grizzlies
Dillon Brooks,32.0,0,0,Grizzlies
Jaren Jackson,32.0,0,0,Grizzlies
Xavier Tillman,22.0,0,0,Grizzlies
Luke Kennard,21.0,0,0,Grizzlies
Santi Aldama,21.0,0,0,Grizzlies
Tyus Jones,19.0,0,0,Grizzlies
David Roddy,14.0,0,0,Grizzlies
John Konchar,11.0,0,0,Grizzlies
Jake LaRavia,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Kenneth Lofton,0.0,0,0,Grizzlies
Vince Williams,0.0,0,0,Grizzlies
Ziaire Williams,0.0,1,0,Grizzlies
Steven Adams,0.0,1,0,Grizzlies
DeMar DeRozan,37.0,0,0,Bulls
Zach LaVine,36.0,0,0,Bulls
Nikola Vucevic,34.0,0,0,Bulls
Patrick Beverley,24.0,0,0,Bulls
