name,minutes,OUT,GTD,team
Brook Lopez,35.0,0,0,Bucks
Jrue Holiday,32.0,0,0,Bucks
Khris Middleton,32.0,0,1,Bucks
G. Antetokounmpo,32.0,0,1,Bucks
Grayson Allen,23.0,0,0,Bucks
Bobby Portis,22.0,0,0,Bucks
Pat Connaughton,20.0,0,0,Bucks
Joe Ingles,19.0,0,1,Bucks
Jevon Carter,18.0,0,0,Bucks
Wesley Matthews,7.0,0,0,Bucks
Goran Dragic,0.0,0,1,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
MarJon Beauchamp,0.0,0,0,Bucks
AJ Green,0.0,0,0,Bucks
Lindell Wigginton,0.0,0,0,Bucks
Meyers Leonard,0.0,1,0,Bucks
Jae Crowder,0.0,1,0,Bucks
Bennedict Mathurin,34.0,0,0,Pacers
Andrew Nembhard,34.0,0,0,Pacers
Aaron Nesmith,32.0,0,0,Pacers
Jordan Nwora,31.0,0,0,Pacers
Myles Turner,28.0,0,1,Pacers
T.J. McConnell,28.0,0,0,Pacers
Isaiah Jackson,22.0,0,0,Pacers
Jalen Smith,18.0,0,0,Pacers
Oshae Brissett,7.0,0,0,Pacers
George Hill,6.0,0,0,Pacers
James Johnson,0.0,0,0,Pacers
Daniel Theis,0.0,0,0,Pacers
T. Haliburton,0.0,1,0,Pacers
Buddy Hield,0.0,1,0,Pacers
Chris Duarte,0.0,1,0,Pacers
Jabari Smith,36.0,0,0,Rockets
Kevin Porter,35.0,0,0,Rockets
Jalen Green,34.0,0,0,Rockets
Kenyon Martin,33.0,0,0,Rockets
Alperen Sengun,31.0,0,0,Rockets
Tari Eason,28.0,0,0,Rockets
Daishen Nix,15.0,0,0,Rockets
Usman Garuba,15.0,0,0,Rockets
Josh Christopher,13.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Frank Kaminsky,0.0,0,0,Rockets
D.J. Augustin,0.0,0,0,Rockets
Jae'Sean Tate,0.0,1,0,Rockets
Spencer Dinwiddie,36.0,0,0,Nets
Mikal Bridges,35.0,0,0,Nets
Nic Claxton,30.0,0,0,Nets
Dorian Finney-Smith,25.0,0,0,Nets
Cameron Johnson,25.0,0,0,Nets
Royce O'Neale,24.0,0,0,Nets
Joe Harris,15.0,0,0,Nets
Day'Ron Sharpe,14.0,0,0,Nets
Yuta Watanabe,13.0,0,0,Nets
Cam Thomas,12.0,0,0,Nets
Seth Curry,9.0,0,0,Nets
Patty Mills,2.0,0,0,Nets
Moses Brown,0.0,0,0,Nets
Edmond Sumner,0.0,0,1,Nets
David Duke,0.0,0,0,Nets
Dru Smith,0.0,0,0,Nets
Bam Adebayo,37.0,0,0,Heat
Jimmy Butler,34.0,0,1,Heat
Tyler Herro,33.0,0,0,Heat
Gabe Vincent,25.0,0,0,Heat
Kevin Love,19.0,0,0,Heat
Max Strus,31.0,0,0,Heat
Caleb Martin,25.0,0,0,Heat
Victor Oladipo,18.0,0,0,Heat
Cody Zeller,11.0,0,0,Heat
Haywood Highsmith,4.0,0,0,Heat
Duncan Robinson,3.0,0,0,Heat
Kyle Lowry,0.0,0,1,Heat
Jamal Cain,0.0,0,0,Heat
Omer Yurtseven,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Orlando Robinson,0.0,0,0,Heat
Nikola Jovic,0.0,1,0,Heat
Julius Randle,36.0,0,0,Knicks
Jalen Brunson,35.0,0,1,Knicks
RJ Barrett,30.0,0,0,Knicks
Mitchell Robinson,26.0,0,0,Knicks
Quentin Grimes,22.0,0,0,Knicks
Josh Hart,34.0,0,0,Knicks
Immanuel Quickley,26.0,0,0,Knicks
Isaiah Hartenstein,18.0,0,0,Knicks
Obi Toppin,13.0,0,0,Knicks
Jericho Sims,0.0,0,0,Knicks
Trevor Keels,0.0,0,0,Knicks
Miles McBride,0.0,0,0,Knicks
Evan Fournier,0.0,0,0,Knicks
Derrick Rose,0.0,0,1,Knicks
D. Washington,0.0,1,0,Knicks
DaQuan Jeffries,0.0,1,0,Knicks
Kyrie Irving,36.0,0,0,Mavericks
Luka Doncic,36.0,0,0,Mavericks
Reggie Bullock,31.0,0,0,Mavericks
Tim Hardaway,28.0,0,0,Mavericks
Dwight Powell,18.0,0,0,Mavericks
Maxi Kleber,29.0,0,1,Mavericks
Josh Green,25.0,0,0,Mavericks
Christian Wood,23.0,0,0,Mavericks
Jaden Hardy,14.0,0,0,Mavericks
Frank Ntilikina,0.0,0,1,Mavericks
