name,minutes,OUT,GTD,team
Kyrie Irving,37.0,0,0,Mavericks
Luka Doncic,37.0,0,1,Mavericks
Reggie Bullock,31.0,0,0,Mavericks
Josh Green,21.0,0,0,Mavericks
Dwight Powell,18.0,0,0,Mavericks
Tim Hardaway,26.0,0,0,Mavericks
Christian Wood,25.0,0,0,Mavericks
Maxi Kleber,24.0,0,0,Mavericks
Jaden Hardy,13.0,0,0,Mavericks
Frank Ntilikina,8.0,0,0,Mavericks
Justin Holiday,0.0,0,0,Mavericks
McKinley Wright,0.0,0,0,Mavericks
JaVale McGee,0.0,0,0,Mavericks
Davis Bertans,0.0,0,0,Mavericks
Markieff Morris,0.0,0,0,Mavericks
Theo Pinson,0.0,0,0,Mavericks
P.J. Washington,35.0,0,0,Hornets
Gordon Hayward,32.0,0,0,Hornets
Svi Mykhailiuk,31.0,0,0,Hornets
Dennis Smith,30.0,0,0,Hornets
Mark Williams,23.0,0,0,Hornets
Nick Richards,25.0,0,0,Hornets
Bryce McGowens,24.0,0,0,Hornets
JT Thor,21.0,0,0,Hornets
Theo Maledon,19.0,0,0,Hornets
Kai Jones,0.0,0,0,Hornets
James Bouknight,0.0,0,0,Hornets
Terry Rozier,0.0,1,0,Hornets
Kelly Oubre,0.0,1,0,Hornets
Cody Martin,0.0,1,0,Hornets
DeMar DeRozan,36.0,0,0,Bulls
Zach LaVine,35.0,0,0,Bulls
Nikola Vucevic,35.0,0,0,Bulls
Patrick Beverley,24.0,0,0,Bulls
Alex Caruso,23.0,0,0,Bulls
Patrick Williams,27.0,0,0,Bulls
Coby White,25.0,0,0,Bulls
Ayo Dosunmu,16.0,0,0,Bulls
Andre Drummond,12.0,0,0,Bulls
Derrick Jones,7.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Javonte Green,0.0,1,0,Bulls
Anthony Davis,36.0,0,0,Lakers
Austin Reaves,35.0,0,0,Lakers
Dennis Schroder,31.0,0,0,Lakers
Jarred Vanderbilt,26.0,0,0,Lakers
Troy Brown,26.0,0,0,Lakers
LeBron James,26.0,0,0,Lakers
Malik Beasley,26.0,0,0,Lakers
Wenyen Gabriel,15.0,0,0,Lakers
Rui Hachimura,14.0,0,0,Lakers
Lonnie Walker,5.0,0,0,Lakers
Davon Reed,0.0,0,0,Lakers
D. Russell,0.0,1,0,Lakers
Mo Bamba,0.0,1,0,Lakers
Desmond Bane,35.0,0,0,Grizzlies
Jaren Jackson,32.0,0,0,Grizzlies
Dillon Brooks,28.0,0,0,Grizzlies
Tyus Jones,25.0,0,0,Grizzlies
Xavier Tillman,23.0,0,0,Grizzlies
Ja Morant,25.0,0,0,Grizzlies
Luke Kennard,21.0,0,0,Grizzlies
Santi Aldama,20.0,0,0,Grizzlies
David Roddy,16.0,0,0,Grizzlies
John Konchar,15.0,0,0,Grizzlies
Kenneth Lofton,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Ziaire Williams,0.0,1,0,Grizzlies
Steven Adams,0.0,1,0,Grizzlies
Vince Williams,0.0,1,0,Grizzlies
Trae Young,34.0,0,0,Hawks
De'Andre Hunter,31.0,0,1,Hawks
John Collins,28.0,0,0,Hawks
Clint Capela,26.0,0,0,Hawks
B. Bogdanovic,24.0,0,1,Hawks
Dejounte Murray,34.0,0,0,Hawks
Saddiq Bey,26.0,0,0,Hawks
Onyeka Okongwu,21.0,0,0,Hawks
AJ Griffin,9.0,0,0,Hawks
Garrison Mathews,3.0,0,0,Hawks
Bruno Fernando,1.0,0,0,Hawks
Aaron Holiday,1.0,0,0,Hawks
Vit Krejci,1.0,0,0,Hawks
