name,minutes,OUT,GTD,team
Paolo Banchero,32.0,0,0,Magic
Franz Wagner,31.0,0,0,Magic
Wendell Carter,29.0,0,1,Magic
Markelle Fultz,29.0,0,0,Magic
Gary Harris,25.0,0,0,Magic
Cole Anthony,26.0,0,0,Magic
Bol Bol,18.0,0,0,Magic
Jalen Suggs,18.0,0,0,Magic
Moritz Wagner,16.0,0,0,Magic
Jonathan Isaac,12.0,0,1,Magic
Mo Bamba,4.0,0,0,Magic
Terrence Ross,0.0,0,0,Magic
Admiral Schofield,0.0,0,0,Magic
R.J. Hampton,0.0,0,0,Magic
Chuma Okeke,0.0,1,0,Magic
James Harden,36.0,0,0,76ers
Joel Embiid,35.0,0,1,76ers
Tobias Harris,31.0,0,0,76ers
De'Anthony Melton,24.0,0,0,76ers
P.J. Tucker,21.0,0,0,76ers
Tyrese Maxey,32.0,0,0,76ers
Georges Niang,22.0,0,0,76ers
Montrezl Harrell,14.0,0,0,76ers
Shake Milton,14.0,0,0,76ers
Matisse Thybulle,11.0,0,0,76ers
Paul Reed,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Jerami Grant,36.0,0,0,Trail Blazers
Damian Lillard,35.0,0,0,Trail Blazers
Anfernee Simons,34.0,0,0,Trail Blazers
Josh Hart,33.0,0,1,Trail Blazers
Jusuf Nurkic,27.0,0,1,Trail Blazers
Drew Eubanks,22.0,0,0,Trail Blazers
Shaedon Sharpe,20.0,0,0,Trail Blazers
Gary Payton,17.0,0,0,Trail Blazers
Nassir Little,16.0,0,0,Trail Blazers
Trendon Watford,0.0,0,0,Trail Blazers
Jabari Walker,0.0,0,0,Trail Blazers
Keon Johnson,0.0,0,0,Trail Blazers
John Butler,0.0,0,0,Trail Blazers
Justise Winslow,0.0,1,0,Trail Blazers
Ibou Badji,0.0,1,0,Trail Blazers
Ja Morant,35.0,0,0,Grizzlies
Desmond Bane,33.0,0,1,Grizzlies
Dillon Brooks,31.0,0,0,Grizzlies
Brandon Clarke,28.0,0,0,Grizzlies
Jaren Jackson,28.0,0,0,Grizzlies
Ziaire Williams,22.0,0,0,Grizzlies
Tyus Jones,20.0,0,0,Grizzlies
Santi Aldama,17.0,0,0,Grizzlies
Xavier Tillman,13.0,0,0,Grizzlies
Danny Green,7.0,0,1,Grizzlies
John Konchar,6.0,0,1,Grizzlies
Kenneth Lofton,0.0,0,0,Grizzlies
Vince Williams,0.0,0,0,Grizzlies
David Roddy,0.0,0,0,Grizzlies
Jake LaRavia,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Steven Adams,0.0,1,0,Grizzlies
Kyrie Irving,39.0,0,0,Nets
Royce O'Neale,35.0,0,0,Nets
Nic Claxton,35.0,0,0,Nets
Seth Curry,33.0,0,0,Nets
Joe Harris,27.0,0,0,Nets
Yuta Watanabe,21.0,0,1,Nets
Patty Mills,17.0,0,0,Nets
Day'Ron Sharpe,13.0,0,0,Nets
Edmond Sumner,11.0,0,0,Nets
Cam Thomas,9.0,0,0,Nets
Markieff Morris,0.0,0,0,Nets
David Duke,0.0,0,0,Nets
Ben Simmons,0.0,1,0,Nets
T.J. Warren,0.0,1,0,Nets
Kevin Durant,0.0,1,0,Nets
Jayson Tatum,39.0,0,0,Celtics
Jaylen Brown,38.0,0,0,Celtics
Al Horford,32.0,0,0,Celtics
Robert Williams,31.0,0,0,Celtics
Derrick White,30.0,0,0,Celtics
Malcolm Brogdon,31.0,0,0,Celtics
Grant Williams,22.0,0,0,Celtics
Payton Pritchard,6.0,0,0,Celtics
Luke Kornet,6.0,0,0,Celtics
Sam Hauser,5.0,0,0,Celtics
Justin Jackson,0.0,0,0,Celtics
Blake Griffin,0.0,0,0,Celtics
JD Davison,0.0,0,0,Celtics
Marcus Smart,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
S. Gilgeous-Alexander,36.0,0,0,Thunder
Jalen Williams,33.0,0,0,Thunder
Josh Giddey,31.0,0,0,Thunder
Kenrich Williams,26.0,0,0,Thunder
Aaron Wiggins,26.0,0,0,Thunder
Isaiah Joe,22.0,0,0,Thunder
Jaylin Williams,17.0,0,0,Thunder
Mike Muscala,16.0,0,0,Thunder
Darius Bazley,13.0,0,0,Thunder
Tre Mann,11.0,0,0,Thunder
Ousmane Dieng,9.0,0,0,Thunder
Luguentz Dort,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
J. Robinson-Earl,0.0,1,0,Thunder
Alperen Sengun,33.0,0,0,Rockets
Eric Gordon,32.0,0,0,Rockets
Jabari Smith,30.0,0,0,Rockets
Kenyon Martin,28.0,0,0,Rockets
Daishen Nix,26.0,0,0,Rockets
Jae'Sean Tate,21.0,0,0,Rockets
Tari Eason,20.0,0,0,Rockets
Garrison Mathews,15.0,0,0,Rockets
Josh Christopher,15.0,0,0,Rockets
Bruno Fernando,14.0,0,0,Rockets
TyTy Washington,6.0,0,0,Rockets
Usman Garuba,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Jalen Green,0.0,1,0,Rockets
Kevin Porter,0.0,1,0,Rockets
Stephen Curry,36.0,0,0,Warriors
Klay Thompson,35.0,0,0,Warriors
Draymond Green,32.0,0,0,Warriors
Andrew Wiggins,30.0,0,0,Warriors
Jordan Poole,30.0,0,0,Warriors
Donte DiVincenzo,28.0,0,0,Warriors
Kevon Looney,23.0,0,0,Warriors
Jonathan Kuminga,15.0,0,0,Warriors
Anthony Lamb,11.0,0,0,Warriors
Ty Jerome,0.0,0,0,Warriors
JaMychal Green,0.0,0,0,Warriors
Moses Moody,0.0,0,0,Warriors
Patrick Baldwin,0.0,0,0,Warriors
James Wiseman,0.0,0,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
Anthony Edwards,37.0,0,0,Timberwolves
D'Angelo Russell,35.0,0,0,Timberwolves
Rudy Gobert,32.0,0,1,Timberwolves
Kyle Anderson,31.0,0,0,Timberwolves
Jaden McDaniels,31.0,0,0,Timberwolves
Taurean Prince,21.0,0,1,Timberwolves
Jaylen Nowell,20.0,0,0,Timberwolves
Austin Rivers,18.0,0,0,Timberwolves
Naz Reid,15.0,0,0,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Luka Garza,0.0,0,0,Timberwolves
Matt Ryan,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Bryn Forbes,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
J. McLaughlin,0.0,1,0,Timberwolves
Domantas Sabonis,37.0,0,0,Kings
Harrison Barnes,37.0,0,0,Kings
De'Aaron Fox,37.0,0,0,Kings
Kevin Huerter,33.0,0,0,Kings
Keegan Murray,33.0,0,0,Kings
Malik Monk,22.0,0,0,Kings
Trey Lyles,13.0,0,0,Kings
Davion Mitchell,13.0,0,0,Kings
Chimezie Metu,8.0,0,0,Kings
Terence Davis,7.0,0,0,Kings
Richaun Holmes,0.0,0,0,Kings
KZ Okpala,0.0,0,0,Kings
Matthew Dellavedova,0.0,0,0,Kings
Alex Len,0.0,0,0,Kings
Deonte Burton,0.0,0,0,Kings
Neemias Queta,0.0,0,0,Kings
