name,minutes,OUT,GTD,team
Devin Booker,35.0,0,0,Suns
Josh Okogie,35.0,0,0,Suns
Deandre Ayton,32.0,0,0,Suns
Torrey Craig,32.0,0,0,Suns
Chris Paul,30.0,0,0,Suns
Cameron Payne,20.0,0,0,Suns
Terrence Ross,12.0,0,0,Suns
Damion Lee,10.0,0,0,Suns
Saben Lee,10.0,0,0,Suns
T.J. Warren,8.0,0,0,Suns
Ish Wainright,8.0,0,0,Suns
Bismack Biyombo,4.0,0,0,Suns
Jock Landale,4.0,0,0,Suns
Darius Bazley,0.0,0,0,Suns
Kevin Durant,0.0,1,0,Suns
Landry Shamet,0.0,1,0,Suns
Jrue Holiday,34.0,0,0,Bucks
Brook Lopez,30.0,0,0,Bucks
Bobby Portis,28.0,0,0,Bucks
Grayson Allen,27.0,0,0,Bucks
Jevon Carter,19.0,0,0,Bucks
Khris Middleton,25.0,0,0,Bucks
Joe Ingles,24.0,0,0,Bucks
Pat Connaughton,22.0,0,0,Bucks
Jae Crowder,18.0,0,0,Bucks
Meyers Leonard,13.0,0,0,Bucks
AJ Green,0.0,0,0,Bucks
Sandro Mamukelashvili,0.0,0,0,Bucks
MarJon Beauchamp,0.0,0,0,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
G. Antetokounmpo,0.0,1,0,Bucks
Wesley Matthews,0.0,1,0,Bucks
Mikal Bridges,36.0,0,0,Nets
Spencer Dinwiddie,32.0,0,0,Nets
Dorian Finney-Smith,29.0,0,0,Nets
Cameron Johnson,28.0,0,0,Nets
Nic Claxton,27.0,0,0,Nets
Cam Thomas,29.0,0,0,Nets
Royce O'Neale,23.0,0,0,Nets
Seth Curry,22.0,0,0,Nets
Joe Harris,14.0,0,0,Nets
Day'Ron Sharpe,2.0,0,0,Nets
Edmond Sumner,0.0,0,0,Nets
Patty Mills,0.0,0,0,Nets
Yuta Watanabe,0.0,0,0,Nets
Dru Smith,0.0,0,0,Nets
Ben Simmons,0.0,1,0,Nets
Trae Young,35.0,0,0,Hawks
Dejounte Murray,35.0,0,0,Hawks
De'Andre Hunter,31.0,0,0,Hawks
John Collins,29.0,0,1,Hawks
Clint Capela,26.0,0,0,Hawks
Bogdan Bogdanovic,25.0,0,0,Hawks
Onyeka Okongwu,19.0,0,0,Hawks
Saddiq Bey,18.0,0,0,Hawks
AJ Griffin,15.0,0,0,Hawks
Bruno Fernando,3.0,0,0,Hawks
Jalen Johnson,3.0,0,0,Hawks
Aaron Holiday,2.0,0,0,Hawks
Garrison Mathews,2.0,0,0,Hawks
Vit Krejci,1.0,0,0,Hawks
Trent Forrest,0.0,0,0,Hawks
Kyle Kuzma,35.0,0,0,Wizards
Bradley Beal,33.0,0,0,Wizards
Deni Avdija,32.0,0,0,Wizards
Monte Morris,25.0,0,1,Wizards
Daniel Gafford,24.0,0,0,Wizards
Corey Kispert,25.0,0,0,Wizards
Delon Wright,23.0,0,0,Wizards
Anthony Gill,20.0,0,0,Wizards
Kendrick Nunn,13.0,0,0,Wizards
Taj Gibson,10.0,0,0,Wizards
Jordan Goodwin,0.0,0,0,Wizards
Johnny Davis,0.0,0,0,Wizards
Vernon Carey,0.0,0,0,Wizards
Isaiah Todd,0.0,0,0,Wizards
K. Porzingis,0.0,1,0,Wizards
DeMar DeRozan,35.0,0,0,Bulls
Zach LaVine,35.0,0,0,Bulls
Nikola Vucevic,33.0,0,0,Bulls
Patrick Beverley,22.0,0,0,Bulls
Alex Caruso,21.0,0,0,Bulls
Patrick Williams,27.0,0,0,Bulls
Ayo Dosunmu,25.0,0,0,Bulls
Coby White,22.0,0,0,Bulls
Andre Drummond,13.0,0,0,Bulls
Derrick Jones,7.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Terry Taylor,0.0,0,0,Bulls
Goran Dragic,0.0,1,0,Bulls
Javonte Green,0.0,1,0,Bulls
LeBron James,37.0,0,1,Lakers
Anthony Davis,35.0,0,1,Lakers
Dennis Schroder,28.0,0,0,Lakers
Malik Beasley,25.0,0,0,Lakers
Jarred Vanderbilt,21.0,0,0,Lakers
Austin Reaves,28.0,0,0,Lakers
Rui Hachimura,24.0,0,0,Lakers
Lonnie Walker,15.0,0,0,Lakers
Troy Brown,14.0,0,0,Lakers
Mo Bamba,13.0,0,0,Lakers
D. Russell,0.0,0,1,Lakers
Wenyen Gabriel,0.0,0,0,Lakers
Davon Reed,0.0,0,0,Lakers
Kyrie Irving,36.0,0,0,Mavericks
Luka Doncic,36.0,0,0,Mavericks
Josh Green,32.0,0,0,Mavericks
Reggie Bullock,29.0,0,0,Mavericks
Dwight Powell,21.0,0,0,Mavericks
Tim Hardaway,35.0,0,0,Mavericks
Christian Wood,24.0,0,0,Mavericks
Justin Holiday,12.0,0,0,Mavericks
Theo Pinson,7.0,0,0,Mavericks
Jaden Hardy,6.0,0,0,Mavericks
Frank Ntilikina,2.0,0,0,Mavericks
JaVale McGee,0.0,0,0,Mavericks
Markieff Morris,0.0,0,0,Mavericks
Davis Bertans,0.0,1,0,Mavericks
Maxi Kleber,0.0,1,0,Mavericks
Pascal Siakam,37.0,0,0,Raptors
Scottie Barnes,37.0,0,0,Raptors
Gary Trent,36.0,0,0,Raptors
OG Anunoby,35.0,0,0,Raptors
Jakob Poeltl,30.0,0,0,Raptors
Precious Achiuwa,21.0,0,0,Raptors
Jeff Dowtin,20.0,0,0,Raptors
Chris Boucher,19.0,0,0,Raptors
Thaddeus Young,5.0,0,0,Raptors
Malachi Flynn,0.0,0,0,Raptors
Christian Koloko,0.0,0,0,Raptors
Dalano Banton,0.0,0,0,Raptors
Juancho Hernangomez,0.0,0,0,Raptors
Joe Wieskamp,0.0,0,0,Raptors
Fred VanVleet,0.0,1,0,Raptors
Donovan Mitchell,35.0,0,0,Cavaliers
Evan Mobley,35.0,0,0,Cavaliers
Darius Garland,34.0,0,0,Cavaliers
Jarrett Allen,34.0,0,0,Cavaliers
Isaac Okoro,26.0,0,0,Cavaliers
Caris LeVert,26.0,0,0,Cavaliers
Ricky Rubio,17.0,0,0,Cavaliers
Cedi Osman,14.0,0,0,Cavaliers
Danny Green,12.0,0,0,Cavaliers
Dean Wade,9.0,0,0,Cavaliers
Raul Neto,1.0,0,0,Cavaliers
Robin Lopez,1.0,0,0,Cavaliers
Lamar Stevens,1.0,0,0,Cavaliers
De'Aaron Fox,37.0,0,0,Kings
Domantas Sabonis,36.0,0,0,Kings
Harrison Barnes,34.0,0,0,Kings
Kevin Huerter,33.0,0,0,Kings
Keegan Murray,28.0,0,0,Kings
Malik Monk,22.0,0,0,Kings
Trey Lyles,16.0,0,0,Kings
Terence Davis,16.0,0,0,Kings
Davion Mitchell,12.0,0,0,Kings
Chimezie Metu,10.0,0,0,Kings
Matthew Dellavedova,1.0,0,0,Kings
Kessler Edwards,1.0,0,0,Kings
Richaun Holmes,1.0,0,0,Kings
Alex Len,0.0,0,0,Kings
P.J. Dozier,0.0,0,0,Kings
Neemias Queta,0.0,0,0,Kings
Josh Giddey,34.0,0,0,Thunder
Jalen Williams,33.0,0,0,Thunder
Luguentz Dort,28.0,0,0,Thunder
Isaiah Joe,22.0,0,0,Thunder
Jaylin Williams,20.0,0,0,Thunder
Tre Mann,30.0,0,0,Thunder
Kenrich Williams,25.0,0,0,Thunder
Aaron Wiggins,18.0,0,0,Thunder
J. Robinson-Earl,18.0,0,0,Thunder
Dario Saric,10.0,0,0,Thunder
Lindy Waters,4.0,0,0,Thunder
Eugene Omoruyi,1.0,0,0,Thunder
S. Gilgeous-Alexander,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
Anthony Edwards,37.0,0,0,Timberwolves
Rudy Gobert,33.0,0,0,Timberwolves
Mike Conley,31.0,0,0,Timberwolves
Jaden McDaniels,30.0,0,0,Timberwolves
Kyle Anderson,28.0,0,0,Timberwolves
Taurean Prince,17.0,0,1,Timberwolves
N. Alexander-Walker,17.0,0,0,Timberwolves
Naz Reid,14.0,0,0,Timberwolves
Austin Rivers,13.0,0,0,Timberwolves
Jaylen Nowell,10.0,0,1,Timberwolves
Jordan McLaughlin,10.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Matt Ryan,0.0,0,0,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Klay Thompson,35.0,0,0,Warriors
Jordan Poole,34.0,0,0,Warriors
Draymond Green,33.0,0,1,Warriors
Donte DiVincenzo,28.0,0,0,Warriors
Kevon Looney,25.0,0,0,Warriors
Jonathan Kuminga,21.0,0,0,Warriors
Ty Jerome,19.0,0,0,Warriors
Anthony Lamb,17.0,0,0,Warriors
JaMychal Green,17.0,0,0,Warriors
Moses Moody,11.0,0,0,Warriors
Patrick Baldwin,0.0,0,0,Warriors
Andrew Wiggins,0.0,1,0,Warriors
Stephen Curry,0.0,1,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
Gary Payton,0.0,1,0,Warriors
Kenyon Martin,34.0,0,0,Rockets
Jabari Smith,34.0,0,0,Rockets
TyTy Washington,34.0,0,0,Rockets
Alperen Sengun,29.0,0,0,Rockets
Jae'Sean Tate,28.0,0,0,Rockets
Daishen Nix,25.0,0,0,Rockets
Tari Eason,20.0,0,0,Rockets
Josh Christopher,20.0,0,0,Rockets
Usman Garuba,16.0,0,0,Rockets
Darius Days,0.0,0,0,Rockets
Frank Kaminsky,0.0,0,0,Rockets
Trevor Hudgins,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Jalen Green,0.0,1,0,Rockets
Kevin Porter,0.0,1,0,Rockets
Damian Lillard,35.0,0,0,Trail Blazers
Jerami Grant,34.0,0,0,Trail Blazers
Cam Reddish,30.0,0,0,Trail Blazers
Matisse Thybulle,27.0,0,0,Trail Blazers
Drew Eubanks,26.0,0,0,Trail Blazers
Nassir Little,24.0,0,0,Trail Blazers
Shaedon Sharpe,23.0,0,0,Trail Blazers
Trendon Watford,18.0,0,0,Trail Blazers
Jabari Walker,13.0,0,0,Trail Blazers
Keon Johnson,10.0,0,0,Trail Blazers
Kevin Knox,0.0,0,0,Trail Blazers
Anfernee Simons,0.0,1,0,Trail Blazers
R. Arcidiacono,0.0,1,0,Trail Blazers
Jusuf Nurkic,0.0,1,0,Trail Blazers
Justise Winslow,0.0,1,0,Trail Blazers
Ibou Badji,0.0,1,0,Trail Blazers
Kawhi Leonard,35.0,0,0,Clippers
Paul George,32.0,0,0,Clippers
Mason Plumlee,25.0,0,0,Clippers
Russell Westbrook,24.0,0,0,Clippers
Marcus Morris,22.0,0,0,Clippers
Norman Powell,23.0,0,0,Clippers
Terance Mann,22.0,0,0,Clippers
Eric Gordon,22.0,0,0,Clippers
Nicolas Batum,20.0,0,0,Clippers
Robert Covington,15.0,0,0,Clippers
Amir Coffey,0.0,0,0,Clippers
Bones Hyland,0.0,0,0,Clippers
Moussa Diabate,0.0,0,0,Clippers
Ivica Zubac,0.0,1,0,Clippers
Nikola Jokic,34.0,0,0,Nuggets
Jamal Murray,34.0,0,0,Nuggets
K. Caldwell-Pope,30.0,0,0,Nuggets
Michael Porter,29.0,0,0,Nuggets
Vlatko Cancar,8.0,0,0,Nuggets
Aaron Gordon,30.0,0,1,Nuggets
Bruce Brown,24.0,0,0,Nuggets
Christian Braun,15.0,0,0,Nuggets
Jeff Green,14.0,0,0,Nuggets
Thomas Bryant,12.0,0,0,Nuggets
Reggie Jackson,12.0,0,0,Nuggets
Zeke Nnaji,6.0,0,1,Nuggets
Ish Smith,1.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
Peyton Watson,0.0,0,0,Nuggets
Jack White,0.0,0,0,Nuggets
C. Gillespie,0.0,0,1,Nuggets
