TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
TOR,C,23.1,10.5,6.4,1.7,0.4,0.7,1.5,0.6,56.7,72.8
PHX,C,23.0,9.6,6.5,1.8,0.7,0.7,1.4,0.5,55.0,75.9
SAC,C,23.0,10.3,5.9,1.9,0.5,0.8,1.3,0.5,57.3,72.5
DAL,PF,22.9,11.2,5.1,2.0,0.6,0.5,1.1,1.2,51.6,77.5
DET,SG,22.9,12.5,2.8,2.8,0.9,0.3,1.2,1.7,45.8,81.0
LAL,SG,22.9,12.4,3.3,2.6,0.8,0.3,1.1,1.7,43.0,81.4
UTA,C,22.9,10.2,5.9,1.7,0.6,0.9,1.2,0.5,54.6,70.7
OKC,SG,22.8,12.3,3.3,2.7,0.8,0.3,1.6,1.8,44.2,76.6
TOR,SG,22.7,11.9,3.3,3.1,0.7,0.3,1.5,1.7,46.6,84.1
MIN,PF,22.7,11.2,4.8,1.8,0.9,0.5,1.3,1.1,47.1,76.7
MIN,C,22.7,9.8,5.8,2.0,0.6,0.8,1.5,0.6,52.9,67.4
PHX,SG,22.7,12.6,3.2,2.5,0.8,0.3,1.5,1.7,42.7,83.0
MEM,PF,22.7,10.9,4.8,2.0,0.7,0.7,1.3,1.2,45.9,82.3
TOR,PF,22.7,11.0,5.2,2.0,0.6,0.5,1.6,1.1,48.8,76.9
CHI,PF,22.6,10.6,5.1,2.0,0.6,0.6,1.1,1.2,46.3,78.0
DET,PF,22.6,11.0,5.2,1.7,0.6,0.6,1.2,1.1,49.9,78.1
GSW,PF,22.6,11.3,5.2,1.6,0.7,0.4,1.2,1.2,48.4,75.5
ORL,SG,22.6,11.6,3.1,3.0,1.0,0.3,1.7,1.7,42.6,80.3
CLE,C,22.6,9.5,6.4,1.6,0.7,0.7,1.2,0.7,53.0,77.2
ORL,SF,22.5,11.7,3.7,2.3,0.8,0.5,1.3,1.7,46.0,79.3
BOS,C,22.4,9.9,6.7,1.5,0.4,0.5,1.3,0.6,54.3,69.5
CLE,PF,22.4,11.1,4.8,1.8,0.7,0.5,1.3,1.1,49.3,75.8
CHI,C,22.3,9.9,5.7,1.8,0.5,0.8,1.3,0.6,56.5,68.6
PHI,PG,22.3,11.2,2.8,3.8,0.8,0.3,1.5,1.2,43.6,83.0
HOU,C,22.3,9.2,5.9,1.8,0.6,1.0,1.3,0.4,55.4,73.5
PHX,PG,22.2,11.8,2.8,3.4,0.7,0.2,1.6,1.4,43.8,82.3
MEM,C,22.2,9.0,6.0,2.0,0.6,0.8,1.4,0.5,52.5,71.1
HOU,PF,22.2,10.3,4.8,1.9,0.7,0.7,1.1,1.1,50.5,76.5
WAS,C,22.2,9.9,5.6,1.5,0.6,0.8,1.1,0.5,53.2,75.8
LAC,C,22.1,9.9,5.8,1.9,0.6,0.7,1.2,0.4,57.2,75.4
LAL,PF,22.1,10.3,5.0,1.9,0.6,0.7,1.1,1.0,47.1,74.5
LAC,PF,22.1,10.6,5.0,1.9,0.7,0.5,1.2,1.0,49.0,75.1
IND,SF,22.0,11.2,4.1,2.2,0.8,0.4,1.3,1.2,46.5,81.5
GSW,SF,21.9,11.3,3.7,2.4,0.8,0.3,1.2,1.4,45.8,76.6
MEM,SG,21.8,11.6,3.2,2.7,0.7,0.3,1.4,1.6,43.3,79.3
ORL,C,21.8,9.6,5.7,1.5,0.6,0.8,1.1,0.5,57.1,71.4
MIL,C,21.8,9.3,5.8,1.7,0.6,0.7,1.1,0.6,49.1,70.4
CHA,SG,21.8,11.7,3.1,2.6,0.7,0.3,1.3,1.6,45.2,82.7
ORL,PF,21.8,10.5,4.7,1.9,0.6,0.6,1.2,1.1,48.4,77.9
SAC,PF,21.8,11.0,4.5,2.0,0.6,0.5,1.2,1.1,50.9,80.3
ATL,SG,21.7,11.6,3.3,2.7,0.7,0.2,1.4,1.6,43.2,82.2
NYK,SG,21.6,11.8,3.1,2.6,0.6,0.3,1.2,1.7,44.4,81.3
NOP,PF,21.5,10.4,4.6,1.8,0.6,0.6,1.2,1.1,50.3,80.1
DAL,SG,21.5,11.3,3.4,2.7,0.6,0.3,1.4,1.4,43.7,83.2
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.0,1.0,52.3,79.8
BOS,PF,21.5,11.2,4.6,1.7,0.5,0.4,1.3,1.1,48.1,80.2
NOP,C,21.5,9.3,5.6,1.7,0.5,0.8,1.2,0.5,58.9,72.6
POR,SG,21.4,11.6,3.0,2.5,0.8,0.2,1.3,1.7,44.5,80.6
UTA,SF,21.4,11.0,3.7,2.1,0.9,0.3,1.0,1.3,46.0,77.5
POR,C,21.4,9.7,5.4,1.7,0.5,0.7,1.1,0.5,57.2,68.8
POR,PF,21.4,10.8,4.4,1.9,0.6,0.5,1.1,1.0,51.0,76.5
UTA,PF,21.4,10.1,4.8,1.9,0.7,0.6,1.1,0.9,47.2,75.9
SAS,SG,21.3,11.5,2.8,2.6,0.9,0.3,1.2,1.5,46.7,80.6
DAL,C,21.3,9.6,5.9,1.6,0.4,0.5,1.0,0.4,59.4,70.8
OKC,SF,21.2,10.8,3.9,2.0,0.7,0.5,1.4,1.3,45.1,78.6
LAL,SF,21.2,10.7,3.8,2.1,0.8,0.4,1.1,1.4,44.2,78.8
CLE,PG,21.2,10.7,2.6,3.6,0.8,0.2,1.6,1.3,43.1,81.0
MIL,SG,21.2,11.4,3.4,2.4,0.8,0.2,1.2,1.4,42.9,81.8
BKN,SF,21.0,11.1,3.8,2.0,0.7,0.4,1.2,1.3,44.0,78.6
BOS,SG,21.0,11.3,3.0,2.3,0.7,0.3,1.0,1.5,43.3,82.3
MIA,PF,20.9,10.0,4.9,1.9,0.6,0.4,1.3,1.0,48.1,76.3
DAL,SF,20.9,10.9,4.0,1.9,0.6,0.4,1.2,1.3,48.0,82.5
CHI,SF,20.8,10.7,3.9,2.1,0.6,0.3,1.2,1.4,43.7,79.0
MIA,C,20.8,9.4,5.8,1.5,0.5,0.6,1.4,0.5,58.5,75.4
NOP,SG,20.8,11.5,2.7,2.4,0.7,0.3,1.4,1.8,43.1,80.4
NOP,SF,20.8,10.6,3.6,2.1,0.8,0.4,1.2,1.4,45.3,79.5
PHX,PF,20.8,10.2,4.6,1.7,0.7,0.4,1.2,0.9,50.1,77.7
MIL,PF,20.8,10.0,4.8,1.7,0.6,0.5,1.2,1.1,45.7,78.4
WAS,PF,20.7,10.0,4.5,1.8,0.6,0.5,1.0,1.0,46.2,79.5
MEM,SF,20.7,10.8,3.7,2.2,0.7,0.4,1.4,1.3,44.5,81.3
DEN,SG,20.7,11.0,2.9,2.6,0.7,0.2,1.3,1.5,43.8,80.6
WAS,SF,20.7,11.1,3.6,2.0,0.6,0.4,1.0,1.3,45.3,84.8
PHI,PF,20.7,10.4,4.5,1.7,0.5,0.5,1.3,1.0,48.5,76.9
HOU,SF,20.7,10.5,3.5,2.0,0.9,0.5,1.1,1.5,45.6,82.6
BKN,C,20.7,9.2,6.0,1.4,0.5,0.5,1.1,0.5,52.2,66.3
CHA,SF,20.6,11.0,3.8,1.9,0.5,0.4,1.3,1.3,45.9,82.6
NYK,PF,20.6,10.1,4.4,1.9,0.4,0.6,1.0,1.2,46.1,80.4
PHI,C,20.6,9.0,5.6,1.6,0.4,0.7,1.1,0.6,54.0,75.0
MIN,SF,20.6,10.8,3.8,2.0,0.7,0.3,1.3,1.4,45.9,79.8
BOS,SF,20.6,10.8,3.8,1.8,0.8,0.4,1.2,1.2,45.0,82.6
TOR,SF,20.5,11.2,3.3,2.1,0.6,0.4,1.3,1.4,47.4,81.9
NYK,SF,20.5,10.6,3.8,2.0,0.6,0.3,1.0,1.3,45.2,78.7
PHI,SF,20.5,11.3,3.6,1.8,0.6,0.4,1.3,1.4,47.8,79.6
BKN,PF,20.5,9.8,5.0,1.6,0.6,0.4,1.3,0.9,46.6,77.6
POR,SF,20.4,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.0,80.7
LAC,SG,20.4,10.8,2.9,2.5,0.7,0.3,1.2,1.6,43.1,79.4
CLE,SF,20.4,11.0,3.4,1.9,0.8,0.3,1.2,1.3,46.6,78.9
DEN,PF,20.3,9.7,4.2,1.7,0.8,0.6,1.0,0.9,50.9,74.5
MIL,SF,20.2,10.9,3.6,1.7,0.7,0.3,1.1,1.2,44.9,77.3
DEN,SF,20.2,10.3,3.5,2.1,0.9,0.3,1.1,1.2,46.2,76.7
CLE,SG,20.0,10.9,2.8,2.4,0.7,0.2,1.6,1.5,42.8,83.4
SAS,SF,20.0,10.6,3.2,2.0,0.8,0.3,1.1,1.3,50.0,77.4
DET,SF,19.8,10.7,3.3,1.9,0.7,0.4,1.2,1.2,46.6,81.8
PHX,SF,19.7,10.2,3.5,1.9,0.8,0.3,1.2,1.3,45.5,77.7
DEN,C,19.7,8.9,5.0,1.4,0.5,0.7,1.0,0.4,52.9,70.2
NYK,C,19.4,8.5,5.4,1.4,0.4,0.6,1.0,0.5,53.7,72.2
LAC,SF,18.8,9.8,3.5,1.7,0.7,0.3,1.0,1.3,46.5,76.1
