name,minutes,OUT,GTD,team
Anthony Edwards,36.0,0,0,Timberwolves
Rudy Gobert,35.0,0,0,Timberwolves
D'Angelo Russell,34.0,0,0,Timberwolves
Jaden McDaniels,33.0,0,0,Timberwolves
Austin Rivers,21.0,0,0,Timberwolves
Jaylen Nowell,31.0,0,0,Timberwolves
Taurean Prince,30.0,0,0,Timberwolves
Naz Reid,20.0,0,0,Timberwolves
Matt Ryan,0.0,0,0,Timberwolves
Luka Garza,0.0,0,0,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Bryn Forbes,0.0,0,0,Timberwolves
Kyle Anderson,0.0,1,0,Timberwolves
J. McLaughlin,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Killian Hayes,32.0,0,0,Pistons
Bojan Bogdanovic,31.0,0,0,Pistons
Saddiq Bey,30.0,0,0,Pistons
Jaden Ivey,28.0,0,0,Pistons
Nerlens Noel,21.0,0,0,Pistons
Hamidou Diallo,25.0,0,0,Pistons
Alec Burks,22.0,0,0,Pistons
Kevin Knox,15.0,0,0,Pistons
Cory Joseph,11.0,0,0,Pistons
Rodney McGruder,10.0,0,0,Pistons
Isaiah Livers,10.0,0,0,Pistons
Jared Rhoden,5.0,0,0,Pistons
Isaiah Stewart,0.0,1,0,Pistons
Jalen Duren,0.0,1,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Zach LaVine,39.0,0,0,Bulls
Nikola Vucevic,35.0,0,0,Bulls
Patrick Williams,35.0,0,0,Bulls
Ayo Dosunmu,32.0,0,0,Bulls
Alex Caruso,24.0,0,0,Bulls
Coby White,27.0,0,0,Bulls
Derrick Jones,20.0,0,0,Bulls
Goran Dragic,16.0,0,0,Bulls
Andre Drummond,12.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Malcolm Hill,0.0,0,0,Bulls
DeMar DeRozan,0.0,1,0,Bulls
Javonte Green,0.0,1,0,Bulls
Tony Bradley,0.0,1,0,Bulls
Lonzo Ball,0.0,1,0,Bulls
Kyle Kuzma,37.0,0,0,Wizards
