TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
DAL,PG,23.2,12.0,2.9,3.9,0.8,0.2,1.5,1.2,45.5,84.7
TOR,C,23.1,10.4,6.4,1.7,0.4,0.7,1.5,0.6,56.4,72.9
UTA,C,23.0,10.3,5.9,1.7,0.6,0.9,1.2,0.5,54.7,71.2
LAL,SG,22.9,12.4,3.3,2.6,0.8,0.3,1.1,1.7,43.0,81.4
PHX,SG,22.9,12.8,3.3,2.6,0.8,0.3,1.5,1.7,43.1,82.7
DAL,PF,22.9,11.3,5.1,2.0,0.6,0.5,1.1,1.2,51.6,77.2
SAC,C,22.8,10.2,5.9,1.9,0.5,0.8,1.3,0.5,57.7,73.1
DET,SG,22.8,12.4,2.8,2.7,0.9,0.3,1.2,1.7,45.7,81.5
CLE,C,22.7,9.5,6.4,1.6,0.7,0.7,1.2,0.7,52.7,77.6
MEM,PF,22.7,10.9,4.8,2.0,0.6,0.7,1.3,1.2,45.9,82.1
MIN,PF,22.7,11.2,4.8,1.8,0.9,0.5,1.3,1.1,47.1,76.7
MIN,C,22.7,9.8,5.8,2.0,0.6,0.8,1.5,0.6,52.9,67.4
TOR,PF,22.7,11.0,5.2,2.0,0.6,0.6,1.6,1.2,48.8,76.8
TOR,SG,22.7,11.9,3.3,3.1,0.7,0.3,1.5,1.7,46.4,84.5
ORL,SF,22.6,11.8,3.7,2.3,0.8,0.5,1.3,1.7,46.0,79.1
DET,PF,22.6,11.0,5.2,1.7,0.6,0.6,1.2,1.1,50.0,78.5
ORL,SG,22.6,11.6,3.1,3.0,1.0,0.3,1.7,1.7,42.6,80.3
OKC,SG,22.6,12.1,3.3,2.7,0.8,0.3,1.6,1.8,43.8,76.6
CHI,PF,22.5,10.5,5.0,2.0,0.6,0.6,1.1,1.2,46.4,78.8
BOS,C,22.5,10.0,6.7,1.6,0.4,0.6,1.3,0.6,54.6,69.9
HOU,PF,22.4,10.4,4.8,2.0,0.7,0.7,1.1,1.1,50.6,76.5
CLE,PF,22.4,11.2,4.8,1.8,0.7,0.5,1.3,1.2,49.3,75.8
GSW,PF,22.4,11.2,5.1,1.6,0.7,0.4,1.2,1.2,48.4,75.2
CHI,C,22.3,9.9,5.7,1.7,0.5,0.9,1.3,0.6,56.6,69.2
PHI,PG,22.3,11.2,2.8,3.8,0.8,0.3,1.5,1.2,43.6,83.0
HOU,C,22.3,9.2,5.9,1.8,0.6,1.0,1.3,0.4,55.5,73.1
PHX,PG,22.2,11.9,2.8,3.4,0.7,0.2,1.6,1.4,43.7,82.3
LAC,C,22.2,9.9,5.7,1.9,0.6,0.7,1.2,0.4,57.4,75.3
MEM,C,22.2,9.0,6.0,2.0,0.6,0.8,1.4,0.5,52.6,70.6
LAC,PF,22.1,10.6,5.0,1.9,0.7,0.5,1.2,1.0,49.6,74.9
LAL,PF,22.1,10.3,5.0,1.9,0.6,0.7,1.1,1.0,47.1,74.5
WAS,C,22.1,9.9,5.7,1.5,0.6,0.8,1.1,0.5,53.2,76.5
GSW,SF,22.0,11.4,3.7,2.4,0.8,0.3,1.2,1.4,45.8,76.5
CHA,SG,21.9,11.8,3.1,2.7,0.7,0.3,1.3,1.6,45.1,82.7
IND,SF,21.9,11.2,4.1,2.2,0.8,0.4,1.3,1.2,46.3,82.0
MIL,C,21.8,9.3,5.8,1.7,0.6,0.7,1.1,0.6,49.3,70.3
MEM,SG,21.8,11.6,3.2,2.7,0.7,0.3,1.4,1.6,43.3,78.6
ORL,C,21.8,9.7,5.7,1.5,0.6,0.8,1.1,0.5,57.0,71.3
NOP,C,21.7,9.3,5.7,1.7,0.5,0.8,1.2,0.5,58.9,72.6
ATL,SG,21.7,11.6,3.3,2.6,0.7,0.2,1.4,1.7,43.3,82.0
SAC,PF,21.7,10.9,4.4,2.0,0.6,0.5,1.2,1.1,51.2,81.2
ORL,PF,21.7,10.4,4.7,1.9,0.6,0.6,1.2,1.1,48.5,77.7
NYK,SG,21.7,11.8,3.1,2.6,0.6,0.3,1.2,1.7,44.4,81.3
BOS,PF,21.7,11.3,4.7,1.7,0.5,0.4,1.3,1.1,48.2,80.2
NOP,PF,21.6,10.5,4.6,1.8,0.6,0.6,1.2,1.1,50.0,80.6
POR,C,21.6,9.9,5.5,1.7,0.5,0.7,1.1,0.5,57.3,69.0
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.0,1.0,52.3,79.8
DAL,C,21.5,9.7,6.0,1.6,0.4,0.5,0.9,0.4,59.2,70.6
UTA,SF,21.4,10.9,3.8,2.1,0.9,0.3,1.0,1.3,46.0,77.3
POR,SG,21.4,11.5,3.0,2.5,0.8,0.2,1.3,1.7,44.3,80.5
SAS,SG,21.3,11.5,2.8,2.6,0.9,0.3,1.2,1.5,46.7,80.6
UTA,PF,21.3,10.0,4.8,1.9,0.7,0.6,1.1,0.9,47.3,76.2
DAL,SG,21.3,11.2,3.3,2.7,0.6,0.2,1.4,1.4,43.7,83.2
POR,PF,21.3,10.8,4.4,1.9,0.6,0.5,1.1,0.9,50.9,76.8
CLE,PG,21.2,10.7,2.6,3.6,0.8,0.2,1.6,1.2,43.2,81.2
OKC,SF,21.2,10.9,3.9,2.0,0.7,0.5,1.5,1.3,45.1,78.5
LAL,SF,21.2,10.7,3.8,2.1,0.8,0.4,1.1,1.4,44.2,78.8
MIL,SG,21.1,11.3,3.4,2.4,0.8,0.2,1.2,1.4,42.7,81.3
BOS,SG,21.0,11.3,3.0,2.3,0.7,0.3,1.0,1.5,43.4,81.9
NOP,SF,21.0,10.7,3.6,2.1,0.8,0.4,1.2,1.4,45.6,79.5
PHX,PF,21.0,10.2,4.6,1.7,0.8,0.4,1.2,0.9,50.0,77.5
MIL,PF,20.9,10.0,4.7,1.7,0.6,0.5,1.2,1.1,45.8,78.3
MIA,PF,20.9,10.0,4.9,1.9,0.6,0.4,1.3,1.0,48.1,76.3
BKN,SF,20.9,11.1,3.7,2.0,0.7,0.4,1.2,1.3,44.0,78.6
DAL,SF,20.8,10.9,4.0,1.9,0.6,0.4,1.2,1.3,48.1,82.1
BOS,SF,20.8,10.9,3.8,1.8,0.8,0.4,1.1,1.2,45.4,82.2
CHI,SF,20.8,10.7,3.9,2.2,0.6,0.3,1.2,1.4,43.7,79.0
WAS,SF,20.8,11.1,3.6,2.0,0.6,0.4,1.0,1.3,45.3,84.6
WAS,PF,20.7,10.0,4.5,1.8,0.6,0.5,1.0,1.0,46.0,80.5
NYK,SF,20.7,10.7,3.8,2.0,0.6,0.3,1.0,1.3,45.2,78.8
MEM,SF,20.7,10.8,3.7,2.2,0.7,0.4,1.4,1.3,44.5,81.3
NOP,SG,20.7,11.5,2.7,2.4,0.7,0.3,1.4,1.7,43.1,80.2
PHI,PF,20.7,10.4,4.5,1.7,0.5,0.5,1.3,1.0,48.5,76.9
BKN,C,20.7,9.2,6.0,1.4,0.5,0.5,1.1,0.5,52.2,66.3
CHA,SF,20.6,11.0,3.8,1.9,0.5,0.4,1.3,1.3,45.8,82.6
MIA,C,20.6,9.3,5.8,1.4,0.5,0.6,1.4,0.5,58.4,75.4
DEN,SG,20.6,11.0,2.8,2.6,0.7,0.2,1.3,1.5,43.6,80.5
HOU,SF,20.6,10.5,3.4,2.0,0.9,0.4,1.1,1.5,45.7,82.6
MIN,SF,20.6,10.8,3.8,2.0,0.7,0.3,1.3,1.4,45.9,79.8
PHI,C,20.6,9.0,5.6,1.6,0.4,0.7,1.1,0.6,54.0,75.0
PHI,SF,20.5,11.3,3.6,1.8,0.6,0.4,1.3,1.4,47.8,79.6
BKN,PF,20.5,9.8,4.9,1.6,0.6,0.4,1.3,0.9,46.6,77.6
NYK,PF,20.5,10.1,4.3,1.9,0.4,0.6,1.0,1.2,45.9,80.3
POR,SF,20.4,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.1,80.5
LAC,SG,20.4,10.8,2.9,2.4,0.7,0.3,1.2,1.6,43.3,79.2
MIL,SF,20.4,11.1,3.7,1.7,0.7,0.3,1.1,1.2,45.1,77.3
TOR,SF,20.4,11.1,3.3,2.1,0.6,0.4,1.3,1.4,47.3,81.7
CLE,SF,20.3,10.9,3.3,1.9,0.8,0.3,1.2,1.3,46.7,78.7
DEN,PF,20.3,9.6,4.3,1.7,0.8,0.6,1.0,0.9,50.7,74.3
DEN,SF,20.2,10.2,3.5,2.1,0.9,0.3,1.1,1.2,46.0,76.5
SAS,SF,20.0,10.6,3.2,2.0,0.8,0.3,1.1,1.3,50.0,77.4
CLE,SG,20.0,11.0,2.8,2.4,0.8,0.2,1.5,1.5,42.9,83.5
DET,SF,19.7,10.7,3.3,1.8,0.7,0.4,1.2,1.2,46.7,81.7
PHX,SF,19.6,10.2,3.5,1.9,0.8,0.3,1.2,1.3,45.6,77.2
DEN,C,19.5,8.9,4.9,1.4,0.6,0.7,1.0,0.4,52.9,69.8
NYK,C,19.1,8.4,5.3,1.4,0.4,0.6,1.0,0.5,53.6,72.1
LAC,SF,18.8,9.8,3.5,1.7,0.7,0.3,1.0,1.3,46.7,75.6
