name,minutes,OUT,GTD,team
Josh Hart,36.0,0,0,Trail Blazers
Damian Lillard,36.0,0,0,Trail Blazers
Jerami Grant,34.0,0,0,Trail Blazers
Anfernee Simons,33.0,0,0,Trail Blazers
Jusuf Nurkic,28.0,0,0,Trail Blazers
Drew Eubanks,21.0,0,0,Trail Blazers
Shaedon Sharpe,17.0,0,0,Trail Blazers
Keon Johnson,15.0,0,0,Trail Blazers
Jabari Walker,14.0,0,0,Trail Blazers
Trendon Watford,11.0,0,0,Trail Blazers
Greg Brown,0.0,0,0,Trail Blazers
Ibou Badji,0.0,0,0,Trail Blazers
John Butler,0.0,0,0,Trail Blazers
Gary Payton,0.0,1,0,Trail Blazers
Justise Winslow,0.0,1,0,Trail Blazers
Nassir Little,0.0,1,0,Trail Blazers
Tyrese Haliburton,35.0,0,0,Pacers
Aaron Nesmith,34.0,0,0,Pacers
Buddy Hield,33.0,0,0,Pacers
Myles Turner,32.0,0,0,Pacers
Andrew Nembhard,29.0,0,0,Pacers
Bennedict Mathurin,26.0,0,0,Pacers
Oshae Brissett,20.0,0,0,Pacers
T.J. McConnell,15.0,0,0,Pacers
Chris Duarte,13.0,0,0,Pacers
Isaiah Jackson,4.0,0,0,Pacers
Goga Bitadze,0.0,0,0,Pacers
James Johnson,0.0,0,0,Pacers
Terry Taylor,0.0,0,0,Pacers
Jalen Smith,0.0,1,0,Pacers
Daniel Theis,0.0,1,0,Pacers
Kendall Brown,0.0,1,0,Pacers
DeMar DeRozan,36.0,0,0,Bulls
Zach LaVine,36.0,0,0,Bulls
Patrick Williams,35.0,0,0,Bulls
Nikola Vucevic,34.0,0,0,Bulls
Ayo Dosunmu,34.0,0,0,Bulls
Coby White,28.0,0,0,Bulls
Goran Dragic,18.0,0,0,Bulls
Derrick Jones,15.0,0,0,Bulls
Andre Drummond,4.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Alex Caruso,0.0,1,0,Bulls
Tony Bradley,0.0,1,0,Bulls
Javonte Green,0.0,1,0,Bulls
Lonzo Ball,0.0,1,0,Bulls
James Harden,35.0,0,0,76ers
De'Anthony Melton,34.0,0,0,76ers
Tobias Harris,34.0,0,0,76ers
Tyrese Maxey,34.0,0,0,76ers
P.J. Tucker,25.0,0,0,76ers
Montrezl Harrell,22.0,0,0,76ers
Matisse Thybulle,20.0,0,0,76ers
Georges Niang,18.0,0,0,76ers
Shake Milton,18.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Paul Reed,0.0,0,0,76ers
Joel Embiid,0.0,1,0,76ers
Kyrie Irving,36.0,0,0,Nets
Kevin Durant,36.0,0,0,Nets
Royce O'Neale,34.0,0,0,Nets
Nic Claxton,32.0,0,0,Nets
Ben Simmons,26.0,0,0,Nets
T.J. Warren,23.0,0,0,Nets
Seth Curry,21.0,0,0,Nets
