TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
SAS,PG,26.9,13.7,3.2,4.2,1.0,0.3,1.5,1.7,49.0,83.7
MIN,PG,26.9,13.5,3.6,4.3,0.9,0.2,1.8,1.6,44.5,80.4
HOU,PG,26.3,13.2,2.7,4.4,1.1,0.3,1.4,1.8,44.2,83.8
GSW,PG,26.2,13.2,3.3,4.2,0.9,0.3,1.7,1.6,44.7,80.9
CHA,C,25.8,10.9,6.9,2.0,0.6,1.1,1.3,0.6,53.5,74.4
OKC,PG,25.8,13.3,3.1,4.2,0.9,0.3,1.9,1.7,43.9,83.0
TOR,PG,25.6,12.8,3.2,4.4,0.9,0.3,2.2,1.6,47.1,83.9
LAL,PG,25.6,13.4,2.9,4.1,0.9,0.3,1.6,1.6,44.9,82.3
DET,PG,25.5,12.5,3.0,4.1,1.0,0.3,1.4,1.5,45.2,80.9
ATL,C,25.4,11.3,6.8,1.8,0.7,0.8,1.3,0.6,59.3,77.5
WAS,PG,25.3,13.1,3.2,3.9,0.9,0.3,1.5,1.6,44.3,83.6
CHI,PG,25.0,12.4,3.4,4.1,0.8,0.3,1.8,1.6,43.7,84.2
SAS,C,25.0,11.0,6.5,1.9,0.7,0.9,1.3,0.5,57.3,70.2
DEN,PG,25.0,12.8,2.8,4.5,0.7,0.2,1.6,1.4,45.2,83.3
IND,PG,25.0,12.7,3.1,3.9,0.9,0.3,1.6,1.7,43.1,85.6
BKN,PG,24.9,12.5,3.3,3.7,1.0,0.2,1.5,1.6,43.6,84.5
UTA,PG,24.9,13.2,3.2,3.6,0.9,0.3,1.5,1.5,45.8,80.0
MIA,PG,24.9,12.5,3.1,4.1,0.9,0.2,1.9,1.9,43.2,80.0
POR,PG,24.8,12.2,3.2,4.3,0.8,0.2,1.6,1.5,45.5,84.8
MIL,PG,24.7,13.0,3.3,3.6,0.8,0.2,1.3,1.4,44.3,83.2
ORL,PG,24.7,12.3,2.9,4.2,1.0,0.3,1.8,1.5,43.7,83.8
BKN,SG,24.6,13.6,3.3,2.7,0.8,0.4,1.3,2.1,45.3,79.2
UTA,SG,24.6,13.6,3.4,2.8,0.8,0.3,1.2,1.8,44.7,83.0
SAC,PG,24.6,12.7,3.0,3.9,0.9,0.2,1.6,1.5,45.5,83.7
CHI,SG,24.5,12.8,3.5,3.1,0.8,0.4,1.5,2.0,44.2,82.0
LAC,PG,24.5,12.0,3.0,4.0,1.0,0.3,1.3,1.5,44.1,80.4
BOS,PG,24.5,12.8,3.1,3.6,0.9,0.3,1.3,1.5,44.2,81.4
SAC,SG,24.5,13.5,3.2,2.8,1.0,0.3,1.5,1.8,47.3,80.1
GSW,C,24.4,10.8,6.6,2.0,0.6,0.6,1.5,0.6,54.3,71.9
IND,C,24.3,10.6,6.6,1.8,0.6,0.9,1.4,0.5,57.4,73.9
CHA,PG,24.2,12.2,3.1,4.0,0.7,0.4,1.7,1.5,45.5,82.9
NYK,PG,24.1,12.0,3.1,3.8,0.8,0.4,1.4,1.5,42.3,81.5
MIA,SG,24.0,12.7,3.3,3.0,0.9,0.3,1.7,2.0,44.7,78.8
IND,SG,24.0,12.7,3.6,2.9,0.9,0.3,1.6,1.8,44.4,86.0
ATL,PG,24.0,11.9,3.0,4.0,0.9,0.3,1.6,1.3,44.0,84.2
ATL,PF,23.8,11.8,5.1,2.0,0.6,0.6,1.2,1.2,48.4,84.1
ATL,SF,23.8,12.4,4.1,2.3,0.9,0.4,1.3,1.4,46.4,82.9
SAC,SF,23.8,12.6,4.1,2.4,0.8,0.4,1.4,1.5,50.0,75.7
IND,PF,23.7,11.3,5.3,2.1,0.7,0.6,1.3,1.1,49.9,78.8
CHA,PF,23.7,11.3,5.2,2.2,0.6,0.7,1.3,1.2,47.2,81.0
PHI,SG,23.7,13.0,3.1,2.8,0.8,0.4,1.5,1.8,46.2,83.4
NOP,PG,23.7,11.9,2.9,4.0,0.8,0.3,1.7,1.4,43.5,81.5
HOU,SG,23.7,13.0,2.9,2.6,1.0,0.3,1.1,2.1,47.0,83.4
GSW,SG,23.7,12.6,3.3,3.0,0.9,0.3,1.4,1.7,44.3,78.6
LAL,C,23.6,9.7,6.5,1.9,0.6,0.8,1.0,0.5,56.7,68.2
MEM,PG,23.5,11.4,3.2,4.1,0.8,0.2,1.7,1.5,41.3,85.8
OKC,PF,23.5,11.0,5.5,1.9,0.6,0.7,1.4,1.1,48.8,77.4
WAS,SG,23.5,12.9,3.4,2.6,0.8,0.2,1.3,1.8,45.7,83.7
DAL,PG,23.4,12.1,2.9,3.9,0.8,0.2,1.5,1.3,45.6,84.6
DET,C,23.4,10.1,6.5,1.6,0.5,0.9,1.2,0.4,55.7,69.0
MIN,SG,23.2,12.5,3.3,2.8,0.9,0.2,1.6,1.7,46.0,78.6
OKC,C,23.2,9.6,6.4,2.0,0.5,0.9,1.5,0.5,57.8,73.5
TOR,C,23.1,10.5,6.4,1.7,0.4,0.7,1.5,0.6,56.8,73.1
MIA,SF,23.1,12.1,4.2,2.4,0.8,0.3,1.5,1.5,49.8,78.3
PHX,C,23.0,9.6,6.5,1.8,0.7,0.7,1.4,0.5,55.0,75.9
SAC,C,23.0,10.3,5.9,1.9,0.5,0.8,1.3,0.5,57.3,72.5
DET,SG,22.9,12.5,2.8,2.8,0.9,0.3,1.2,1.7,45.8,81.0
UTA,C,22.9,10.2,5.9,1.7,0.6,0.9,1.2,0.5,54.6,70.7
DAL,PF,22.9,11.2,5.1,2.0,0.6,0.5,1.1,1.2,51.6,77.5
LAL,SG,22.8,12.3,3.3,2.7,0.8,0.3,1.1,1.7,42.8,81.4
MIN,PF,22.8,11.3,4.9,1.8,0.9,0.5,1.3,1.2,46.9,76.7
OKC,SG,22.8,12.3,3.3,2.7,0.8,0.3,1.6,1.8,44.2,76.6
MIN,C,22.8,9.8,5.8,2.0,0.6,0.8,1.5,0.6,53.1,67.3
MEM,PF,22.7,10.9,4.8,2.0,0.7,0.7,1.3,1.2,45.9,82.3
PHX,SG,22.7,12.6,3.2,2.5,0.8,0.3,1.5,1.7,42.7,83.0
CHI,PF,22.6,10.6,5.1,2.0,0.6,0.6,1.1,1.2,46.3,78.0
TOR,PF,22.6,10.9,5.2,1.9,0.6,0.6,1.6,1.1,48.9,77.1
GSW,PF,22.6,11.3,5.2,1.6,0.7,0.4,1.2,1.2,48.4,75.5
CLE,C,22.6,9.5,6.4,1.6,0.7,0.7,1.3,0.6,52.9,77.2
DET,PF,22.6,11.0,5.2,1.7,0.6,0.6,1.2,1.1,49.9,78.1
PHI,PG,22.6,11.4,2.8,3.8,0.8,0.3,1.5,1.3,43.8,83.1
ORL,SG,22.6,11.6,3.1,3.0,1.0,0.3,1.7,1.7,42.6,80.3
TOR,SG,22.6,11.9,3.3,3.0,0.7,0.3,1.5,1.7,46.4,84.2
ORL,SF,22.5,11.7,3.7,2.3,0.8,0.5,1.3,1.7,46.0,79.3
BOS,C,22.4,9.9,6.7,1.5,0.4,0.5,1.3,0.6,54.3,69.5
CLE,PF,22.3,11.1,4.8,1.8,0.7,0.5,1.3,1.1,49.2,75.9
CHI,C,22.3,9.9,5.7,1.8,0.5,0.8,1.3,0.6,56.5,68.6
HOU,C,22.3,9.2,5.9,1.8,0.6,1.0,1.3,0.4,55.4,73.5
HOU,PF,22.2,10.3,4.8,1.9,0.7,0.7,1.1,1.1,50.5,76.5
MEM,C,22.2,9.0,6.0,2.0,0.6,0.8,1.4,0.5,52.5,71.1
PHX,PG,22.2,11.8,2.8,3.4,0.7,0.2,1.6,1.4,43.8,82.3
WAS,C,22.2,9.9,5.7,1.5,0.6,0.8,1.1,0.5,53.0,75.6
LAL,PF,22.1,10.4,4.9,1.9,0.6,0.7,1.0,1.0,47.2,74.5
LAC,C,22.1,9.9,5.8,1.9,0.6,0.7,1.2,0.4,57.2,75.4
LAC,PF,22.1,10.6,5.0,1.9,0.7,0.5,1.2,1.0,49.0,75.1
IND,SF,22.0,11.2,4.1,2.2,0.8,0.4,1.3,1.2,46.5,81.5
GSW,SF,21.9,11.3,3.7,2.4,0.8,0.3,1.2,1.4,45.8,76.6
ATL,SG,21.9,11.5,3.4,2.7,0.7,0.2,1.4,1.6,43.2,82.6
ORL,C,21.8,9.6,5.7,1.5,0.6,0.8,1.1,0.5,57.1,71.4
SAC,PF,21.8,11.0,4.5,2.0,0.6,0.5,1.2,1.1,50.9,80.3
CHA,SG,21.8,11.7,3.1,2.6,0.7,0.3,1.3,1.6,45.2,82.7
MIL,C,21.8,9.3,5.8,1.7,0.6,0.7,1.1,0.6,49.1,70.4
ORL,PF,21.8,10.5,4.7,1.9,0.6,0.6,1.2,1.1,48.4,77.9
MEM,SG,21.8,11.6,3.2,2.7,0.7,0.3,1.4,1.6,43.3,79.3
NYK,SG,21.6,11.8,3.1,2.6,0.6,0.3,1.2,1.7,44.4,81.3
BOS,PF,21.5,11.2,4.6,1.7,0.5,0.4,1.3,1.1,48.1,80.2
NOP,C,21.5,9.3,5.6,1.7,0.5,0.8,1.2,0.5,58.9,72.6
NOP,PF,21.5,10.4,4.6,1.8,0.6,0.6,1.2,1.1,50.3,80.1
POR,C,21.5,9.8,5.4,1.7,0.5,0.7,1.1,0.5,57.3,69.0
DAL,SG,21.5,11.3,3.4,2.7,0.6,0.3,1.4,1.4,43.7,83.2
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.0,1.0,52.4,79.9
SAS,SG,21.5,11.6,2.8,2.6,0.9,0.3,1.2,1.5,46.7,81.1
UTA,PF,21.4,10.1,4.8,1.9,0.7,0.6,1.1,0.9,47.2,75.9
POR,SG,21.4,11.5,3.0,2.5,0.8,0.2,1.3,1.7,44.6,80.4
UTA,SF,21.4,11.0,3.7,2.1,0.9,0.3,1.0,1.3,46.0,77.5
BKN,SF,21.3,11.2,3.8,2.0,0.7,0.4,1.2,1.3,44.1,78.8
LAL,SF,21.3,10.8,3.8,2.1,0.8,0.4,1.1,1.4,44.8,79.0
DAL,C,21.3,9.6,5.9,1.6,0.4,0.5,1.0,0.4,59.4,70.8
CLE,PG,21.3,10.7,2.6,3.6,0.8,0.2,1.6,1.3,43.2,81.3
MIL,SG,21.2,11.4,3.4,2.4,0.8,0.2,1.2,1.4,42.9,81.8
OKC,SF,21.2,10.8,3.9,2.0,0.7,0.5,1.4,1.3,45.1,78.6
POR,PF,21.2,10.7,4.4,1.8,0.6,0.5,1.1,1.0,50.7,76.6
BOS,SG,21.0,11.3,3.0,2.3,0.7,0.3,1.0,1.5,43.3,82.3
DAL,SF,20.9,10.9,4.0,1.9,0.6,0.4,1.2,1.3,48.0,82.5
BKN,C,20.9,9.3,6.0,1.4,0.5,0.5,1.1,0.5,52.5,65.8
MIA,PF,20.9,10.0,4.9,1.9,0.6,0.4,1.3,1.0,48.1,76.3
PHX,PF,20.8,10.2,4.6,1.7,0.7,0.4,1.2,0.9,50.1,77.7
NOP,SG,20.8,11.5,2.7,2.4,0.7,0.3,1.4,1.8,43.1,80.4
CHI,SF,20.8,10.7,3.9,2.1,0.6,0.3,1.2,1.4,43.7,79.0
MIA,C,20.8,9.3,5.8,1.5,0.5,0.6,1.4,0.5,58.2,75.6
NOP,SF,20.8,10.6,3.6,2.1,0.8,0.4,1.2,1.4,45.3,79.5
MIL,PF,20.8,10.0,4.8,1.7,0.6,0.5,1.2,1.1,45.7,78.4
WAS,SF,20.7,11.1,3.6,2.0,0.6,0.4,1.0,1.3,45.4,84.7
PHI,C,20.7,9.0,5.6,1.6,0.4,0.7,1.1,0.5,54.0,74.5
MEM,SF,20.7,10.8,3.7,2.2,0.7,0.4,1.4,1.3,44.5,81.3
MIN,SF,20.7,10.9,3.8,1.9,0.7,0.3,1.3,1.5,45.9,79.5
HOU,SF,20.7,10.5,3.5,2.0,0.9,0.5,1.1,1.5,45.6,82.6
DEN,SG,20.7,11.0,2.9,2.7,0.7,0.2,1.3,1.5,43.7,80.6
WAS,PF,20.7,9.9,4.5,1.8,0.6,0.5,1.0,1.0,46.1,79.2
BOS,SF,20.6,10.8,3.8,1.8,0.8,0.4,1.2,1.2,45.0,82.6
CHA,SF,20.6,11.0,3.8,1.9,0.5,0.4,1.3,1.3,45.9,82.6
PHI,PF,20.6,10.4,4.5,1.7,0.5,0.5,1.3,1.0,48.4,76.9
NYK,PF,20.6,10.1,4.4,1.9,0.4,0.6,1.0,1.2,46.1,80.4
DEN,PF,20.6,9.8,4.3,1.8,0.8,0.6,1.0,0.9,51.2,74.9
CLE,SF,20.6,11.2,3.4,1.9,0.8,0.4,1.2,1.3,47.0,79.2
PHI,SF,20.5,11.2,3.6,1.8,0.6,0.4,1.3,1.4,47.9,79.0
TOR,SF,20.5,11.2,3.3,2.1,0.6,0.4,1.3,1.4,47.6,82.0
NYK,SF,20.5,10.6,3.8,2.0,0.6,0.3,1.0,1.3,45.2,78.7
BKN,PF,20.5,9.8,5.0,1.7,0.6,0.4,1.3,0.9,46.7,77.2
LAC,SG,20.4,10.8,2.9,2.5,0.7,0.3,1.2,1.6,43.1,79.4
POR,SF,20.4,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.1,80.7
DEN,SF,20.3,10.3,3.5,2.1,0.9,0.3,1.1,1.2,46.5,76.6
MIL,SF,20.2,10.9,3.6,1.7,0.7,0.3,1.1,1.2,44.9,77.3
CLE,SG,20.1,11.0,2.9,2.4,0.7,0.2,1.6,1.5,42.9,83.8
SAS,SF,19.9,10.5,3.2,2.0,0.8,0.3,1.1,1.3,50.0,77.6
DET,SF,19.8,10.7,3.3,1.9,0.7,0.4,1.2,1.2,46.6,81.8
PHX,SF,19.7,10.2,3.5,1.9,0.8,0.3,1.2,1.3,45.5,77.7
DEN,C,19.7,8.9,5.0,1.4,0.6,0.7,1.0,0.4,52.8,70.1
NYK,C,19.4,8.5,5.4,1.4,0.4,0.6,1.0,0.5,53.7,72.2
LAC,SF,18.8,9.8,3.5,1.7,0.7,0.3,1.0,1.3,46.5,76.1
