name,minutes,OUT,GTD,team
Dejounte Murray,35.0,0,0,Hawks
Trae Young,34.0,0,0,Hawks
De'Andre Hunter,31.0,0,0,Hawks
John Collins,27.0,0,0,Hawks
Clint Capela,26.0,0,0,Hawks
Saddiq Bey,26.0,0,0,Hawks
Bogdan Bogdanovic,25.0,0,0,Hawks
Onyeka Okongwu,21.0,0,0,Hawks
Jalen Johnson,14.0,0,0,Hawks
AJ Griffin,2.0,0,0,Hawks
Aaron Holiday,0.0,0,0,Hawks
Garrison Mathews,0.0,0,0,Hawks
Vit Krejci,0.0,0,0,Hawks
Bruno Fernando,0.0,0,0,Hawks
Trent Forrest,0.0,0,0,Hawks
Kyle Kuzma,35.0,0,0,Wizards
Bradley Beal,35.0,0,0,Wizards
Kristaps Porzingis,32.0,0,0,Wizards
Daniel Gafford,16.0,0,0,Wizards
Monte Morris,0.0,0,1,Wizards
Delon Wright,31.0,0,0,Wizards
Corey Kispert,28.0,0,0,Wizards
Deni Avdija,27.0,0,0,Wizards
Kendrick Nunn,21.0,0,0,Wizards
Jordan Goodwin,9.0,0,0,Wizards
Taj Gibson,4.0,0,0,Wizards
Anthony Gill,2.0,0,0,Wizards
Xavier Cooks,0.0,0,0,Wizards
Jay Huff,0.0,0,0,Wizards
Jamaree Bouyea,0.0,0,0,Wizards
Jerami Grant,39.0,0,0,Trail Blazers
Damian Lillard,38.0,0,0,Trail Blazers
Matisse Thybulle,32.0,0,0,Trail Blazers
Cam Reddish,32.0,0,0,Trail Blazers
Drew Eubanks,15.0,0,0,Trail Blazers
Jusuf Nurkic,25.0,0,1,Trail Blazers
Shaedon Sharpe,21.0,0,0,Trail Blazers
Trendon Watford,20.0,0,0,Trail Blazers
Nassir Little,15.0,0,0,Trail Blazers
Jabari Walker,2.0,0,0,Trail Blazers
Kevin Knox,1.0,0,0,Trail Blazers
Keon Johnson,0.0,0,0,Trail Blazers
R. Arcidiacono,0.0,1,0,Trail Blazers
Anfernee Simons,0.0,1,0,Trail Blazers
Justise Winslow,0.0,1,0,Trail Blazers
Ibou Badji,0.0,1,0,Trail Blazers
Jaylen Brown,37.0,0,0,Celtics
Jayson Tatum,36.0,0,0,Celtics
Marcus Smart,34.0,0,0,Celtics
Al Horford,33.0,0,0,Celtics
Derrick White,27.0,0,0,Celtics
Malcolm Brogdon,29.0,0,0,Celtics
Sam Hauser,16.0,0,0,Celtics
Grant Williams,16.0,0,0,Celtics
Mike Muscala,11.0,0,0,Celtics
Luke Kornet,5.0,0,0,Celtics
Blake Griffin,1.0,0,0,Celtics
P. Pritchard,1.0,0,1,Celtics
JD Davison,0.0,0,0,Celtics
Mfiondu Kabengele,0.0,0,0,Celtics
Robert Williams,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
Kyrie Irving,37.0,0,0,Mavericks
Luka Doncic,36.0,0,0,Mavericks
Reggie Bullock,33.0,0,1,Mavericks
Dwight Powell,22.0,0,0,Mavericks
Josh Green,22.0,0,0,Mavericks
Tim Hardaway,28.0,0,0,Mavericks
Maxi Kleber,21.0,0,0,Mavericks
Christian Wood,21.0,0,0,Mavericks
Justin Holiday,14.0,0,0,Mavericks
Frank Ntilikina,7.0,0,0,Mavericks
Jaden Hardy,0.0,0,0,Mavericks
JaVale McGee,0.0,0,1,Mavericks
Theo Pinson,0.0,0,0,Mavericks
Markieff Morris,0.0,0,0,Mavericks
Davis Bertans,0.0,0,0,Mavericks
Brandon Ingram,38.0,0,0,Pelicans
CJ McCollum,36.0,0,0,Pelicans
Josh Richardson,30.0,0,0,Pelicans
Jonas Valanciunas,29.0,0,0,Pelicans
Herbert Jones,28.0,0,0,Pelicans
Trey Murphy,26.0,0,0,Pelicans
Naji Marshall,23.0,0,0,Pelicans
Jaxson Hayes,15.0,0,0,Pelicans
Dyson Daniels,8.0,0,0,Pelicans
Willy Hernangomez,5.0,0,0,Pelicans
Kira Lewis,2.0,0,0,Pelicans
Dereon Seabron,1.0,0,0,Pelicans
Garrett Temple,1.0,0,0,Pelicans
Larry Nance,0.0,1,0,Pelicans
Jose Alvarado,0.0,1,0,Pelicans
E.J. Liddell,0.0,1,0,Pelicans
Zion Williamson,0.0,1,0,Pelicans
Donovan Mitchell,35.0,0,0,Cavaliers
Evan Mobley,35.0,0,0,Cavaliers
Darius Garland,34.0,0,0,Cavaliers
Jarrett Allen,34.0,0,0,Cavaliers
Isaac Okoro,23.0,0,0,Cavaliers
Caris LeVert,26.0,0,0,Cavaliers
Cedi Osman,17.0,0,0,Cavaliers
Lamar Stevens,15.0,0,0,Cavaliers
Ricky Rubio,13.0,0,0,Cavaliers
Dean Wade,8.0,0,0,Cavaliers
Sam Merrill,0.0,0,0,Cavaliers
Danny Green,0.0,0,0,Cavaliers
Raul Neto,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Tyler Herro,37.0,0,0,Heat
Bam Adebayo,36.0,0,0,Heat
Jimmy Butler,34.0,0,0,Heat
Gabe Vincent,27.0,0,0,Heat
Kevin Love,20.0,0,1,Heat
Caleb Martin,28.0,0,0,Heat
Victor Oladipo,26.0,0,0,Heat
Max Strus,21.0,0,0,Heat
Cody Zeller,11.0,0,0,Heat
Duncan Robinson,0.0,0,0,Heat
Haywood Highsmith,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Omer Yurtseven,0.0,0,0,Heat
Kyle Lowry,0.0,1,0,Heat
Zach LaVine,37.0,0,0,Bulls
DeMar DeRozan,36.0,0,0,Bulls
Nikola Vucevic,33.0,0,0,Bulls
Patrick Beverley,28.0,0,0,Bulls
Alex Caruso,23.0,0,0,Bulls
Patrick Williams,27.0,0,0,Bulls
Ayo Dosunmu,26.0,0,0,Bulls
Coby White,20.0,0,0,Bulls
Andre Drummond,6.0,0,0,Bulls
Derrick Jones,5.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Javonte Green,0.0,1,0,Bulls
Nikola Jokic,33.0,0,0,Nuggets
K. Caldwell-Pope,32.0,0,0,Nuggets
Michael Porter,32.0,0,1,Nuggets
Jamal Murray,31.0,0,0,Nuggets
Aaron Gordon,30.0,0,0,Nuggets
Bruce Brown,27.0,0,0,Nuggets
Jeff Green,18.0,0,0,Nuggets
Reggie Jackson,18.0,0,0,Nuggets
Thomas Bryant,12.0,0,0,Nuggets
Christian Braun,7.0,0,0,Nuggets
Vlatko Cancar,0.0,0,1,Nuggets
Ish Smith,0.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
Jack White,0.0,0,0,Nuggets
C. Gillespie,0.0,1,0,Nuggets
Zeke Nnaji,0.0,1,0,Nuggets
Luguentz Dort,36.0,0,0,Thunder
Josh Giddey,36.0,0,0,Thunder
Aaron Wiggins,32.0,0,0,Thunder
Isaiah Joe,31.0,0,0,Thunder
Jaylin Williams,26.0,0,0,Thunder
Dario Saric,19.0,0,0,Thunder
Ousmane Dieng,18.0,0,0,Thunder
Lindy Waters,15.0,0,0,Thunder
Olivier Sarr,14.0,0,0,Thunder
Tre Mann,13.0,0,0,Thunder
J. Robinson-Earl,0.0,0,0,Thunder
Jared Butler,0.0,0,0,Thunder
S. Gilgeous-Alexander,0.0,1,0,Thunder
Jalen Williams,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
Devin Booker,36.0,0,0,Suns
Kevin Durant,33.0,0,0,Suns
Deandre Ayton,33.0,0,0,Suns
Chris Paul,32.0,0,0,Suns
Josh Okogie,28.0,0,0,Suns
Torrey Craig,18.0,0,0,Suns
Cameron Payne,16.0,0,0,Suns
Terrence Ross,13.0,0,0,Suns
Damion Lee,13.0,0,0,Suns
Jock Landale,11.0,0,0,Suns
Ish Wainright,5.0,0,0,Suns
T.J. Warren,2.0,0,0,Suns
Darius Bazley,0.0,0,0,Suns
Bismack Biyombo,0.0,0,0,Suns
Saben Lee,0.0,0,0,Suns
Landry Shamet,0.0,1,0,Suns
Fred VanVleet,38.0,0,0,Raptors
Pascal Siakam,36.0,0,0,Raptors
OG Anunoby,36.0,0,0,Raptors
Scottie Barnes,35.0,0,0,Raptors
Jakob Poeltl,27.0,0,0,Raptors
Gary Trent,33.0,0,0,Raptors
Precious Achiuwa,17.0,0,0,Raptors
Chris Boucher,14.0,0,0,Raptors
Will Barton,4.0,0,0,Raptors
Thaddeus Young,3.0,0,0,Raptors
Malachi Flynn,0.0,0,0,Raptors
Kawhi Leonard,36.0,0,0,Clippers
Paul George,34.0,0,0,Clippers
Russell Westbrook,31.0,0,0,Clippers
Marcus Morris,23.0,0,0,Clippers
Ivica Zubac,22.0,0,0,Clippers
Eric Gordon,28.0,0,0,Clippers
Mason Plumlee,22.0,0,0,Clippers
Terance Mann,22.0,0,0,Clippers
Nicolas Batum,16.0,0,0,Clippers
Bones Hyland,3.0,0,0,Clippers
Robert Covington,2.0,0,0,Clippers
Amir Coffey,2.0,0,0,Clippers
Norman Powell,0.0,1,0,Clippers
